event_id,timestamp,machine,event_type,feature_1,feature_2,feature_3,feature_4,feature_5,ip_address,user_id,process,label
EVT-00021,2025-04-13 12:16:53.706157,machine1,exploit_cve,0.3212,0.9595,0.7104,1.026,1.4706,192.168.1.100,U1012,msedge.exe,malicious
EVT-00022,2025-04-13 12:17:54.837303,machine4,lateral_movement,0.5786,0.9893,1.1397,1.2048,1.7797,192.168.1.25,U1014,teamviewer.exe,malicious
EVT-00023,2025-04-13 12:19:00.354660,machine3,exploit_cve,0.4974,0.78,0.7525,1.2131,1.41,192.168.1.121,U1004,certutil.exe,malicious
EVT-00024,2025-04-13 12:21:15.635616,machine2,phishing_credential_stealer,0.9221,0.7558,0.8247,0.9839,1.2465,192.168.1.99,U1009,mimikatz.exe,malicious
EVT-00025,2025-04-13 12:24:05.043759,machine3,lateral_movement,0.5612,0.9628,0.7145,0.9538,1.5804,192.168.1.88,U1017,certutil.exe,malicious
EVT-00026,2025-04-13 12:24:44.785199,machine3,phishing_credential_stealer,0.7218,0.9153,0.7026,1.4914,1.1165,192.168.1.77,U1019,teamviewer.exe,malicious
EVT-00027,2025-04-13 12:24:50.229895,machine4,data_exfiltration,0.246,0.5332,0.725,1.0875,1.9308,192.168.1.111,U1016,taskmgr.exe,malicious
EVT-00028,2025-04-13 12:26:14.453953,machine1,suspicious_file_download,0.8545,1.4307,0.9757,1.027,1.2483,192.168.1.80,U1012,lsass.exe,malicious
EVT-00029,2025-04-13 12:27:05.225568,machine1,exploit_cve,0.5947,0.891,0.9741,1.3846,1.4428,192.168.1.64,U1016,svchost.exe,malicious
EVT-00030,2025-04-13 12:29:31.653563,machine1,c2_connection,0.5328,0.7058,1.3931,1.1052,1.4102,192.168.1.77,U1014,java.exe,malicious
EVT-00031,2025-04-13 12:30:34.321966,machine2,privilege_escalation,0.6443,1.0644,0.8669,1.0844,1.5093,192.168.1.15,U1011,explorer.exe,malicious
EVT-00032,2025-04-13 12:30:42.738143,machine2,c2_connection,0.6806,1.3197,1.0351,1.0787,1.2479,192.168.1.88,U1011,outlook.exe,malicious
EVT-00033,2025-04-13 12:31:45.690586,machine1,normal_activity,0.0683,0.2546,0.342,0.4658,0.5069,192.168.1.111,U1015,cmd.exe,benign
EVT-00034,2025-04-13 12:32:20.037269,machine2,privilege_escalation,0.8469,0.9907,1.0225,0.5867,1.8308,192.168.1.10,U1009,cmd.exe,malicious
EVT-00035,2025-04-13 12:32:26.945437,machine2,data_exfiltration,1.0556,0.9797,1.114,0.9222,1.6004,192.168.1.99,U1001,nc.exe,malicious
EVT-00036,2025-04-13 12:32:43.376444,machine1,phishing_credential_stealer,0.5399,1.0786,1.0612,0.8666,1.504,192.168.1.64,U1004,conhost.exe,malicious
EVT-00037,2025-04-13 12:36:11.938820,machine5,data_exfiltration,0.8376,0.9222,1.4665,1.2996,1.8587,192.168.1.44,U1007,regsvr32.exe,malicious
EVT-00038,2025-04-13 12:36:36.114456,machine3,normal_activity,0.2563,0.1764,0.3454,0.2801,0.5249,192.168.1.90,U1003,lsass.exe,benign
EVT-00039,2025-04-13 12:36:51.599908,machine2,normal_activity,0.2001,0.2776,0.2562,0.3549,0.4804,192.168.1.192,U1001,certutil.exe,benign
EVT-00040,2025-04-13 12:37:18.246267,machine3,lateral_movement,0.4417,0.9252,1.0621,1.2061,1.5871,192.168.1.200,U1005,python.exe,malicious
EVT-00041,2025-04-13 12:39:22.287529,machine1,data_exfiltration,0.8335,1.3564,1.0227,1.6523,1.4676,192.168.1.111,U1007,winword.exe,malicious
EVT-00042,2025-04-13 12:40:27.617700,machine4,normal_activity,0.0109,0.1516,0.2732,0.3748,0.5336,192.168.1.44,U1009,node.exe,benign
EVT-00043,2025-04-13 12:40:39.480005,machine3,data_exfiltration,0.6464,0.8644,0.7607,0.9971,1.5356,192.168.1.75,U1005,java.exe,malicious
EVT-00044,2025-04-13 12:40:39.967770,machine3,normal_activity,0.1534,0.1761,0.349,0.5096,0.4755,192.168.1.90,U1002,node.exe,benign
EVT-00045,2025-04-13 12:41:06.249181,machine5,normal_activity,0.0797,0.2444,0.3223,0.3538,0.4557,192.168.1.188,U1015,nc.exe,benign
EVT-00046,2025-04-13 12:41:15.286798,machine4,phishing_credential_stealer,0.7899,0.6697,0.8827,0.861,1.5296,192.168.1.244,U1019,java.exe,malicious
EVT-00047,2025-04-13 12:43:19.334523,machine4,download_suspicious_domain,0.4788,1.3784,1.5193,1.1199,2.0547,192.168.1.200,U1018,msedge.exe,malicious
EVT-00048,2025-04-13 12:43:25.729815,machine1,exploit_cve,0.8951,1.4463,0.8607,0.5959,1.1395,192.168.1.99,U1018,winword.exe,malicious
EVT-00049,2025-04-13 12:44:06.784370,machine1,lateral_movement,0.9234,0.8965,0.6965,0.7528,1.6296,192.168.1.64,U1007,explorer.exe,malicious
EVT-00050,2025-04-13 12:45:07.836018,machine3,normal_activity,0.1242,0.1688,0.1921,0.4453,0.5615,192.168.1.75,U1006,cmd.exe,benign
EVT-00051,2025-04-13 12:48:00.036342,machine2,exploit_cve,1.0873,0.6407,1.095,0.9698,1.4575,192.168.1.133,U1017,mimikatz.exe,malicious
EVT-00052,2025-04-13 12:48:17.465031,machine3,phishing_credential_stealer,0.2395,1.1823,1.0278,1.8283,1.8359,192.168.1.112,U1009,taskmgr.exe,malicious
EVT-00053,2025-04-13 12:50:01.611825,machine4,suspicious_file_download,1.1971,0.9284,0.8455,0.9513,1.806,192.168.1.111,U1016,conhost.exe,malicious
EVT-00054,2025-04-13 12:50:47.431987,machine1,failed_login_attempts,0.7,0.6968,0.7789,0.7762,2.1706,192.168.1.123,U1018,cmd.exe,malicious
EVT-00055,2025-04-13 12:52:31.233190,machine1,normal_activity,0.1424,0.1189,0.2318,0.4139,0.5245,192.168.1.111,U1018,services.exe,benign
EVT-00056,2025-04-13 12:52:52.720994,machine3,suspicious_file_download,0.4464,0.9152,1.0652,0.7413,1.3845,192.168.1.77,U1003,winword.exe,malicious
EVT-00057,2025-04-13 12:53:12.687133,machine1,c2_connection,1.0852,0.8448,0.7088,1.0912,1.3885,192.168.1.123,U1014,chrome.exe,malicious
EVT-00058,2025-04-13 12:53:27.853515,machine3,normal_activity,0.1277,0.2452,0.2518,0.498,0.4783,192.168.1.32,U1009,regsvr32.exe,benign
EVT-00059,2025-04-13 12:54:30.487324,machine4,c2_connection,0.7506,0.9341,0.8978,0.6079,1.094,192.168.1.77,U1020,svchost.exe,malicious
EVT-00060,2025-04-13 12:55:09.464921,machine2,normal_activity,0.194,0.2117,0.1825,0.3523,0.5331,192.168.1.150,U1014,powershell.exe -enc,benign
EVT-00061,2025-04-13 12:56:01.429680,machine4,normal_activity,0.131,0.1447,0.3302,0.3252,0.5729,192.168.1.64,U1017,regsvr32.exe,benign
EVT-00062,2025-04-13 12:57:18.399382,machine3,phishing_credential_stealer,0.529,0.8623,0.8804,1.0219,1.4737,192.168.1.22,U1015,ruby.exe,malicious
EVT-00063,2025-04-13 12:58:27.644028,machine3,failed_login_attempts,0.5139,0.9421,1.2486,0.877,1.4844,192.168.1.88,U1005,ruby.exe,malicious
EVT-00064,2025-04-13 12:59:30.361925,machine1,lateral_movement,0.8858,0.6591,0.8086,0.1794,1.0221,192.168.1.188,U1003,outlook.exe,malicious
EVT-00065,2025-04-13 13:00:54.286783,machine4,execution_suspicious_process,0.7199,1.014,0.9956,0.4887,1.4877,192.168.1.192,U1003,wmic.exe,malicious
EVT-00066,2025-04-13 13:00:56.352992,machine4,download_suspicious_domain,0.6956,0.3579,1.0905,0.9958,1.3847,192.168.1.90,U1005,conhost.exe,malicious
EVT-00067,2025-04-13 13:02:26.649383,machine1,failed_login_attempts,0.7343,0.5696,1.1481,0.8487,1.6009,192.168.1.90,U1019,services.exe,malicious
EVT-00068,2025-04-13 13:03:44.674060,machine3,normal_activity,0.1553,0.1714,0.2808,0.262,0.3842,192.168.1.128,U1018,teamviewer.exe,benign
EVT-00069,2025-04-13 13:04:10.993849,machine4,normal_activity,0.0386,0.1682,0.3707,0.374,0.4781,192.168.1.64,U1018,bash.exe,benign
EVT-00070,2025-04-13 13:04:25.377490,machine1,normal_activity,0.1356,0.2522,0.383,0.3819,0.5356,192.168.1.121,U1010,powershell.exe -enc,benign
EVT-00071,2025-04-13 13:05:08.014355,machine4,privilege_escalation,0.892,1.0617,0.7542,1.3019,1.1161,192.168.1.112,U1009,wmic.exe,malicious
EVT-00072,2025-04-13 13:07:09.556100,machine5,exploit_cve,1.17,0.8881,0.6427,0.9883,1.6149,192.168.1.100,U1003,svchost.exe,malicious
EVT-00073,2025-04-13 13:07:29.111784,machine4,privilege_escalation,0.2927,0.8344,1.0891,1.5934,2.219,192.168.1.80,U1004,conhost.exe,malicious
EVT-00074,2025-04-13 13:08:55.109138,machine2,failed_login_attempts,0.7306,0.4498,1.2344,0.8441,1.4244,192.168.1.44,U1001,spoolsv.exe,malicious
EVT-00075,2025-04-13 13:11:53.252611,machine3,privilege_escalation,0.6919,0.7703,0.8967,0.9214,1.9764,192.168.1.99,U1007,regsvr32.exe,malicious
EVT-00076,2025-04-13 13:12:17.182091,machine5,normal_activity,0.151,0.1589,0.2611,0.5212,0.4848,192.168.1.80,U1003,explorer.exe,benign
EVT-00077,2025-04-13 13:16:35.348421,machine3,normal_activity,0.0495,0.251,0.2957,0.3693,0.4608,192.168.1.22,U1010,explorer.exe,benign
EVT-00078,2025-04-13 13:16:38.972180,machine1,execution_suspicious_process,0.6407,1.0959,1.1158,0.604,1.2844,192.168.1.222,U1016,java.exe,malicious
EVT-00079,2025-04-13 13:16:41.203279,machine1,normal_activity,0.1508,0.2335,0.1501,0.4552,0.5299,192.168.1.128,U1014,lsass.exe,benign
EVT-00080,2025-04-13 13:18:32.641802,machine4,c2_connection,0.6681,1.0081,1.0913,0.6223,1.2431,192.168.1.121,U1003,powershell.exe -enc,malicious
EVT-00081,2025-04-13 13:19:11.365091,machine2,c2_connection,0.8999,0.9382,1.2636,0.7909,1.6416,192.168.1.33,U1002,mimikatz.exe,malicious
EVT-00082,2025-04-13 13:19:47.727857,machine1,suspicious_file_download,0.5342,1.1038,1.1247,1.2509,1.6922,192.168.1.121,U1003,wmic.exe,malicious
EVT-00083,2025-04-13 13:21:45.278494,machine2,suspicious_file_download,0.9796,0.783,1.0539,1.3042,1.2366,192.168.1.50,U1007,vsserv.exe,malicious
EVT-00084,2025-04-13 13:24:13.778476,machine4,privilege_escalation,1.3307,0.8495,1.0663,1.0577,1.3141,192.168.1.101,U1015,bash.exe,malicious
EVT-00085,2025-04-13 13:25:03.235180,machine2,c2_connection,0.7272,1.0302,1.179,0.7672,1.7503,192.168.1.111,U1016,winword.exe,malicious
EVT-00086,2025-04-13 13:27:09.628503,machine4,lateral_movement,0.2061,0.4682,0.8086,1.1191,1.33,192.168.1.90,U1003,services.exe,malicious
EVT-00087,2025-04-13 13:28:10.256694,machine4,download_suspicious_domain,0.4977,1.0875,1.3133,1.2441,1.5467,192.168.1.88,U1006,bash.exe,malicious
EVT-00088,2025-04-13 13:28:40.344472,machine5,data_exfiltration,0.5531,1.2133,0.6925,1.2565,1.4467,192.168.1.44,U1016,svchost.exe,malicious
EVT-00089,2025-04-13 13:28:54.942023,machine5,normal_activity,0.0519,0.151,0.2458,0.3033,0.5632,192.168.1.22,U1006,spoolsv.exe,benign
EVT-00090,2025-04-13 13:30:17.547938,machine1,c2_connection,0.5063,0.6944,1.0749,1.3536,1.4263,192.168.1.123,U1001,teamviewer.exe,malicious
EVT-00091,2025-04-13 13:32:26.000957,machine3,normal_activity,0.111,0.0974,0.2091,0.4056,0.5207,192.168.1.88,U1011,java.exe,benign
EVT-00092,2025-04-13 13:35:06.194175,machine1,phishing_credential_stealer,0.1555,1.4945,1.3335,0.948,1.1352,192.168.1.50,U1004,java.exe,malicious
EVT-00093,2025-04-13 13:35:24.314814,machine5,execution_suspicious_process,0.3858,0.6661,1.0721,1.3714,2.0004,192.168.1.32,U1001,teamviewer.exe,malicious
EVT-00094,2025-04-13 13:36:25.862795,machine1,download_suspicious_domain,0.9792,0.6118,1.4902,1.1434,1.7707,192.168.1.99,U1018,certutil.exe,malicious
EVT-00095,2025-04-13 13:36:56.661001,machine3,data_exfiltration,0.7314,0.7044,0.7292,1.0598,1.1562,192.168.1.22,U1005,mimikatz.exe,malicious
EVT-00096,2025-04-13 13:38:39.376706,machine4,normal_activity,0.0426,0.1287,0.3802,0.4203,0.5659,192.168.1.77,U1007,cmd.exe,benign
EVT-00097,2025-04-13 13:38:52.619574,machine1,phishing_credential_stealer,0.4776,0.7053,0.7977,0.7443,1.4269,192.168.1.244,U1011,node.exe,malicious
EVT-00098,2025-04-13 13:38:56.156363,machine4,normal_activity,-0.0579,0.19,0.2586,0.2937,0.4407,192.168.1.50,U1001,winword.exe,benign
EVT-00099,2025-04-13 13:39:17.811209,machine1,download_suspicious_domain,0.7435,1.203,0.4099,0.9458,1.9105,192.168.1.50,U1007,winword.exe,malicious
EVT-00100,2025-04-13 13:39:22.050831,machine2,privilege_escalation,0.4518,0.5808,1.2359,0.8572,2.1274,192.168.1.121,U1019,conhost.exe,malicious
EVT-00101,2025-04-13 13:39:50.317053,machine2,privilege_escalation,0.774,0.7832,0.764,0.731,1.4932,192.168.1.10,U1005,powershell.exe -enc,malicious
EVT-00102,2025-04-13 13:40:19.589853,machine2,execution_suspicious_process,0.4064,0.3711,0.6216,1.2392,1.4562,192.168.1.222,U1017,explorer.exe,malicious
EVT-00103,2025-04-13 13:40:26.393205,machine3,c2_connection,0.4361,1.2726,0.8877,0.983,1.0794,192.168.1.188,U1009,java.exe,malicious
EVT-00104,2025-04-13 13:43:31.627022,machine5,normal_activity,0.0434,0.2056,0.2588,0.5133,0.5457,192.168.1.200,U1013,regsvr32.exe,benign
EVT-00105,2025-04-13 13:43:49.757842,machine2,failed_login_attempts,0.7362,1.1841,1.5349,1.5074,1.6033,192.168.1.75,U1017,conhost.exe,malicious
EVT-00106,2025-04-13 13:45:01.563912,machine3,normal_activity,0.1772,0.1427,0.3751,0.3995,0.3897,192.168.1.128,U1015,java.exe,benign
EVT-00107,2025-04-13 13:45:13.607146,machine4,lateral_movement,0.7004,0.6024,1.131,0.9252,1.471,192.168.1.75,U1004,certutil.exe,malicious
EVT-00108,2025-04-13 13:45:44.133163,machine4,execution_suspicious_process,0.7667,0.8493,0.6641,1.2696,1.6594,192.168.1.244,U1015,vsserv.exe,malicious
EVT-00109,2025-04-13 13:45:49.547786,machine1,execution_suspicious_process,0.609,0.5485,1.1016,1.107,1.6837,192.168.1.50,U1002,java.exe,malicious
EVT-00110,2025-04-13 13:45:56.618304,machine5,normal_activity,0.0921,0.1447,0.3308,0.4382,0.448,192.168.1.188,U1015,outlook.exe,benign
EVT-00111,2025-04-13 13:45:57.287378,machine1,failed_login_attempts,0.8802,1.0241,0.6307,1.4286,1.1781,192.168.1.99,U1017,cmd.exe,malicious
EVT-00112,2025-04-13 13:47:34.209402,machine3,privilege_escalation,0.8822,1.1391,1.6055,0.9192,1.7498,192.168.1.32,U1017,regsvr32.exe,malicious
EVT-00113,2025-04-13 13:47:55.524686,machine3,data_exfiltration,0.9102,0.9089,1.1229,0.7728,1.48,192.168.1.33,U1004,java.exe,malicious
EVT-00114,2025-04-13 13:48:37.082637,machine4,lateral_movement,1.0163,0.3607,1.258,0.9204,1.5454,192.168.1.112,U1012,bash.exe,malicious
EVT-00115,2025-04-13 13:49:29.219426,machine1,normal_activity,0.1512,0.1863,0.2062,0.3342,0.5501,192.168.1.192,U1011,vsserv.exe,benign
EVT-00116,2025-04-13 13:49:40.008208,machine1,normal_activity,0.0894,0.0682,0.2508,0.4253,0.5125,192.168.1.22,U1011,winword.exe,benign
EVT-00117,2025-04-13 13:52:35.997026,machine4,normal_activity,0.1071,0.1814,0.2906,0.5412,0.5726,192.168.1.25,U1017,vsserv.exe,benign
EVT-00118,2025-04-13 13:53:08.795688,machine1,lateral_movement,1.1593,0.9259,0.9506,0.7484,1.321,192.168.1.128,U1005,chrome.exe,malicious
EVT-00119,2025-04-13 13:53:13.318202,machine2,normal_activity,0.0702,0.1897,0.3267,0.4907,0.474,192.168.1.22,U1017,nc.exe,benign
EVT-00120,2025-04-13 13:53:19.800838,machine4,phishing_credential_stealer,0.5129,0.8513,1.2751,1.404,1.7117,192.168.1.88,U1005,ruby.exe,malicious
EVT-00121,2025-04-13 13:53:49.580836,machine3,normal_activity,0.0984,0.2487,0.2048,0.4028,0.5372,192.168.1.150,U1006,mimikatz.exe,benign
EVT-00122,2025-04-13 13:53:57.200305,machine1,c2_connection,0.2997,0.8943,1.067,1.1903,1.4959,192.168.1.244,U1005,services.exe,malicious
EVT-00123,2025-04-13 13:54:16.779898,machine1,exploit_cve,0.2161,1.2064,1.2692,1.6145,1.478,192.168.1.112,U1020,outlook.exe,malicious
EVT-00124,2025-04-13 13:55:01.379984,machine5,normal_activity,0.1498,0.242,0.2922,0.4672,0.4553,192.168.1.15,U1002,wmic.exe,benign
EVT-00125,2025-04-13 13:55:03.869810,machine2,c2_connection,0.3488,0.8279,0.7365,1.1411,1.5842,192.168.1.64,U1015,lsass.exe,malicious
EVT-00126,2025-04-13 13:55:25.403495,machine1,phishing_credential_stealer,0.7654,1.0282,1.0494,0.8472,1.6118,192.168.1.130,U1015,vsserv.exe,malicious
EVT-00127,2025-04-13 13:56:59.596784,machine1,data_exfiltration,0.806,1.2454,1.0543,0.9686,1.215,192.168.1.50,U1008,mimikatz.exe,malicious
EVT-00128,2025-04-13 13:57:04.068087,machine2,download_suspicious_domain,0.7201,0.9541,0.5251,0.5968,1.9002,192.168.1.64,U1001,lsass.exe,malicious
EVT-00129,2025-04-13 13:58:02.289565,machine5,normal_activity,0.1267,0.1943,0.4427,0.3964,0.5448,192.168.1.22,U1002,winword.exe,benign
EVT-00130,2025-04-13 13:58:05.317756,machine1,suspicious_file_download,0.1689,1.1016,0.9782,1.3944,1.7473,192.168.1.64,U1019,lsass.exe,malicious
EVT-00131,2025-04-13 14:00:46.004283,machine1,normal_activity,0.1958,0.1642,0.4561,0.3019,0.6085,192.168.1.130,U1002,svchost.exe,benign
EVT-00132,2025-04-13 14:01:01.256036,machine3,normal_activity,0.0937,0.1307,0.3028,0.391,0.438,192.168.1.22,U1012,winword.exe,benign
EVT-00133,2025-04-13 14:01:15.960962,machine1,data_exfiltration,1.4297,0.6311,0.7965,1.2481,2.0028,192.168.1.111,U1011,chrome.exe,malicious
EVT-00134,2025-04-13 14:02:21.367384,machine1,privilege_escalation,0.5381,0.9326,0.9302,1.4499,1.2431,192.168.1.112,U1002,vsserv.exe,malicious
EVT-00135,2025-04-13 14:04:36.929398,machine5,normal_activity,-0.0537,0.3075,0.3341,0.4237,0.5114,192.168.1.123,U1013,python.exe,benign
EVT-00136,2025-04-13 14:07:48.193614,machine3,suspicious_file_download,0.9663,0.8494,0.9265,1.3093,1.7497,192.168.1.100,U1002,cmd.exe,malicious
EVT-00137,2025-04-13 14:09:11.097186,machine1,normal_activity,0.0953,0.1809,0.3551,0.4066,0.4643,192.168.1.128,U1019,wmic.exe,benign
EVT-00138,2025-04-13 14:10:54.753884,machine2,download_suspicious_domain,0.4779,1.1704,1.167,0.9186,1.7542,192.168.1.121,U1005,nc.exe,malicious
EVT-00139,2025-04-13 14:12:00.564659,machine1,download_suspicious_domain,0.5093,1.1934,0.9346,1.303,1.7918,192.168.1.99,U1018,nc.exe,malicious
EVT-00140,2025-04-13 14:12:12.116854,machine1,data_exfiltration,0.6596,1.1173,1.1039,1.3508,1.1089,192.168.1.64,U1009,conhost.exe,malicious
EVT-00141,2025-04-13 14:13:22.056011,machine3,data_exfiltration,0.941,1.0212,0.537,0.8784,1.7298,192.168.1.33,U1001,svchost.exe,malicious
EVT-00142,2025-04-13 14:13:32.068829,machine3,normal_activity,0.161,0.4058,0.2572,0.3914,0.4924,192.168.1.32,U1006,services.exe,benign
EVT-00143,2025-04-13 14:14:31.418591,machine4,privilege_escalation,0.6063,0.8727,1.2678,1.0294,1.6827,192.168.1.130,U1005,taskmgr.exe,malicious
EVT-00144,2025-04-13 14:15:17.454064,machine5,normal_activity,0.209,0.2992,0.2886,0.4815,0.5744,192.168.1.111,U1003,regsvr32.exe,benign
EVT-00145,2025-04-13 14:15:38.907926,machine1,failed_login_attempts,0.9202,1.2526,0.8759,0.9831,1.615,192.168.1.111,U1013,lsass.exe,malicious
EVT-00146,2025-04-13 14:16:21.516582,machine5,normal_activity,0.1151,0.2141,0.3169,0.3686,0.5445,192.168.1.33,U1009,explorer.exe,benign
EVT-00147,2025-04-13 14:17:15.651836,machine3,failed_login_attempts,0.158,1.1968,1.3108,1.0193,1.2054,192.168.1.200,U1016,teamviewer.exe,malicious
EVT-00148,2025-04-13 14:17:29.554847,machine1,privilege_escalation,0.2801,1.1647,0.9392,1.3217,1.2672,192.168.1.75,U1015,certutil.exe,malicious
EVT-00149,2025-04-13 14:17:54.639816,machine4,c2_connection,0.9501,1.3871,1.019,1.1134,1.5239,192.168.1.100,U1002,vsserv.exe,malicious
EVT-00150,2025-04-13 14:18:20.003506,machine1,phishing_credential_stealer,0.6843,1.2274,1.1692,0.9326,1.4583,192.168.1.101,U1004,bash.exe,malicious
EVT-00151,2025-04-13 14:18:26.748985,machine3,normal_activity,0.1502,0.14,0.3491,0.4117,0.5817,192.168.1.100,U1010,vsserv.exe,benign
EVT-00152,2025-04-13 14:18:44.127719,machine4,lateral_movement,0.3379,0.3884,1.1774,0.9053,1.2885,192.168.1.188,U1009,lsass.exe,malicious
EVT-00153,2025-04-13 14:19:45.691419,machine1,c2_connection,0.4041,1.0512,1.0314,1.35,1.4853,192.168.1.99,U1018,java.exe,malicious
EVT-00154,2025-04-13 14:20:57.397140,machine4,normal_activity,0.1173,0.2334,0.1788,0.2874,0.6514,192.168.1.44,U1013,taskmgr.exe,benign
EVT-00155,2025-04-13 14:21:31.832887,machine1,suspicious_file_download,0.3314,0.4383,1.1546,0.7615,1.395,192.168.1.80,U1003,node.exe,malicious
EVT-00156,2025-04-13 14:22:07.829264,machine4,c2_connection,0.2896,0.7501,1.1814,1.4741,1.372,192.168.1.111,U1014,msedge.exe,malicious
EVT-00157,2025-04-13 14:22:31.700815,machine1,data_exfiltration,0.2811,0.3856,1.3434,1.0563,1.4695,192.168.1.25,U1007,outlook.exe,malicious
EVT-00158,2025-04-13 14:23:41.697962,machine1,data_exfiltration,0.8529,0.6957,1.0874,0.8961,1.5319,192.168.1.10,U1011,mimikatz.exe,malicious
EVT-00159,2025-04-13 14:24:06.072519,machine2,exploit_cve,0.5266,0.7629,0.9712,1.4931,1.4872,192.168.1.128,U1007,spoolsv.exe,malicious
EVT-00160,2025-04-13 14:25:03.562619,machine4,privilege_escalation,0.5767,0.8272,1.048,1.1902,0.7625,192.168.1.99,U1011,regsvr32.exe,malicious
EVT-00161,2025-04-13 14:25:41.969310,machine1,normal_activity,-0.0399,0.1609,0.2651,0.3914,0.5676,192.168.1.111,U1020,chrome.exe,benign
EVT-00162,2025-04-13 14:26:17.986173,machine4,normal_activity,0.0421,0.2578,0.3603,0.3381,0.5747,192.168.1.130,U1002,teamviewer.exe,benign
EVT-00163,2025-04-13 14:29:10.381526,machine1,failed_login_attempts,0.4134,0.9342,1.2099,1.0429,1.6495,192.168.1.111,U1012,teamviewer.exe,malicious
EVT-00164,2025-04-13 14:31:19.072748,machine2,normal_activity,0.1248,0.2279,0.3532,0.4595,0.5311,192.168.1.123,U1001,ruby.exe,benign
EVT-00165,2025-04-13 14:32:16.309631,machine2,exploit_cve,0.3888,0.7458,0.7422,1.2378,1.3356,192.168.1.188,U1020,chrome.exe,malicious
EVT-00166,2025-04-13 14:33:27.883945,machine1,download_suspicious_domain,0.3452,1.0264,0.4791,1.4166,1.3312,192.168.1.150,U1005,outlook.exe,malicious
EVT-00167,2025-04-13 14:33:36.762152,machine5,execution_suspicious_process,0.7779,0.6707,1.0535,0.795,1.5523,192.168.1.44,U1013,mimikatz.exe,malicious
EVT-00168,2025-04-13 14:34:04.572370,machine2,normal_activity,0.1097,0.2132,0.2984,0.3036,0.6079,192.168.1.32,U1019,node.exe,benign
EVT-00169,2025-04-13 14:35:22.734042,machine3,data_exfiltration,0.856,0.7693,0.7637,1.5581,1.3651,192.168.1.33,U1009,ruby.exe,malicious
