event_id,timestamp,machine,event_type,feature_1,feature_2,feature_3,feature_4,feature_5,ip_address,user_id,process,label
EVT-00057,2025-04-13 13:04:06.404652,machine1,phishing_credential_stealer,1.4323,0.6885,0.9129,0.8101,0.4375,192.168.1.70,U1008,whoami.exe,malicious
EVT-00058,2025-04-13 13:06:42.910487,machine1,execution_suspicious_process,1.0544,0.9337,1.3492,0.894,1.0664,192.168.1.135,U1004,vncviewer.exe,malicious
EVT-00059,2025-04-13 13:07:13.870005,machine1,exploit_cve,0.7596,0.9042,0.6461,0.4243,1.3925,192.168.1.45,U1003,explorer.exe,malicious
EVT-00060,2025-04-13 13:07:43.399647,machine1,execution_suspicious_process,0.9582,0.9394,0.9125,0.5908,1.0805,192.168.1.5,U1008,telnet.exe,malicious
EVT-00061,2025-04-13 13:08:23.242209,machine1,phishing_credential_stealer,1.0322,0.1327,0.3472,0.9944,0.4108,192.168.1.5,U1002,sc.exe,malicious
EVT-00062,2025-04-13 13:08:35.598905,machine1,privilege_escalation,1.1217,1.0138,0.5104,0.6309,0.5562,192.168.1.140,U1019,wmic.exe,malicious
EVT-00063,2025-04-13 13:08:46.403996,machine1,suspicious_file_download,0.0493,0.4754,0.2894,0.8302,0.7739,192.168.1.120,U1001,chrome.exe,malicious
EVT-00064,2025-04-13 13:11:52.827085,machine1,failed_login_attempts,0.1124,0.9938,0.9665,1.5156,0.5818,192.168.1.140,U1005,explorer.exe,malicious
EVT-00065,2025-04-13 13:14:16.885881,machine1,lateral_movement,-0.0793,0.8831,0.3865,0.3192,0.676,192.168.1.110,U1015,vncviewer.exe,malicious
EVT-00066,2025-04-13 13:14:52.216717,machine1,lateral_movement,0.4953,1.4235,0.8596,0.9718,0.7562,192.168.1.20,U1016,vncviewer.exe,malicious
EVT-00067,2025-04-13 13:15:11.626117,machine1,phishing_credential_stealer,0.6009,0.3657,1.3037,0.5629,0.8146,192.168.1.50,U1014,msiexec.exe,malicious
EVT-00068,2025-04-13 13:16:32.275677,machine1,exploit_cve,0.4763,0.4192,1.4742,0.5788,0.775,192.168.1.70,U1017,javaw.exe,malicious
EVT-00069,2025-04-13 13:20:53.149351,machine1,exploit_cve,0.6618,0.457,0.8167,0.5141,0.6222,192.168.1.125,U1001,tasklist.exe,malicious
EVT-00070,2025-04-13 13:23:03.186883,machine1,privilege_escalation,0.102,0.5204,0.485,0.5312,0.8927,192.168.1.20,U1008,javaw.exe,malicious
EVT-00071,2025-04-13 13:23:32.351889,machine1,suspicious_file_download,0.3263,0.5699,0.9301,0.6464,1.5238,192.168.1.5,U1018,tasklist.exe,malicious
EVT-00072,2025-04-13 13:24:12.086438,machine1,phishing_credential_stealer,0.2009,0.615,1.3243,0.4353,0.7445,192.168.1.100,U1014,explorer.exe,malicious
EVT-00073,2025-04-13 13:25:17.817298,machine1,lateral_movement,-0.1744,0.8002,0.9154,0.7824,0.868,192.168.1.35,U1020,tasklist.exe,malicious
EVT-00074,2025-04-13 13:26:02.866662,machine1,exploit_cve,0.3162,0.6732,1.4137,0.9341,1.0758,192.168.1.80,U1011,notepad.exe,malicious
EVT-00075,2025-04-13 13:26:22.310782,machine1,normal_activity,0.1831,0.2209,-0.0063,0.1102,0.1323,192.168.1.60,U1020,explorer.exe,benign
EVT-00076,2025-04-13 13:26:41.579920,machine1,normal_activity,0.1361,0.1985,0.0542,0.2323,0.6865,192.168.1.95,U1019,ssh.exe,benign
EVT-00077,2025-04-13 13:27:46.565842,machine1,execution_suspicious_process,1.3958,0.6141,0.5195,0.2049,-0.2084,192.168.1.95,U1006,powershell.exe,malicious
EVT-00078,2025-04-13 13:31:16.146228,machine1,execution_suspicious_process,0.6928,-0.1667,0.4339,0.6482,0.8267,192.168.1.105,U1009,sh.exe,malicious
EVT-00079,2025-04-13 13:31:27.646680,machine1,phishing_credential_stealer,1.0785,1.0006,0.8842,0.7179,0.0143,192.168.1.100,U1003,whoami.exe,malicious
EVT-00080,2025-04-13 13:32:38.999505,machine1,failed_login_attempts,0.6614,0.6073,1.2055,0.8117,0.825,192.168.1.60,U1016,sc.exe,malicious
EVT-00081,2025-04-13 13:35:16.480415,machine1,execution_suspicious_process,-0.0306,0.5526,0.8899,1.0711,1.021,192.168.1.100,U1017,telnet.exe,malicious
EVT-00082,2025-04-13 13:35:17.244687,machine1,download_suspicious_domain,0.5629,0.6702,0.548,1.3145,1.0892,192.168.1.30,U1010,mimikatz.exe,malicious
EVT-00083,2025-04-13 13:35:50.164654,machine1,exploit_cve,0.2888,0.9917,0.8083,1.0682,0.0328,192.168.1.80,U1020,nc.exe,malicious
EVT-00084,2025-04-13 13:37:11.040884,machine1,normal_activity,-0.2503,-0.3401,1.044,-0.1677,0.443,192.168.1.135,U1001,chrome.exe,benign
EVT-00085,2025-04-13 13:39:27.445671,machine1,suspicious_file_download,0.3757,0.7594,-0.1236,0.64,0.7103,192.168.1.135,U1013,chrome.exe,malicious
EVT-00086,2025-04-13 13:42:16.489366,machine1,suspicious_file_download,0.8012,0.1168,0.4873,0.7064,1.0841,192.168.1.60,U1005,telnet.exe,malicious
EVT-00087,2025-04-13 13:42:36.529911,machine1,phishing_credential_stealer,1.3217,0.373,0.6974,0.7966,0.6708,192.168.1.115,U1014,powershell_ise.exe,malicious
EVT-00088,2025-04-13 13:42:40.765176,machine1,download_suspicious_domain,1.0308,0.9302,0.6838,1.1405,1.1937,192.168.1.65,U1005,ssh.exe,malicious
EVT-00089,2025-04-13 13:43:01.247834,machine1,phishing_credential_stealer,0.3244,0.6002,0.366,0.4022,0.7279,192.168.1.75,U1001,certutil.exe,malicious
EVT-00090,2025-04-13 13:43:49.783699,machine1,phishing_credential_stealer,0.4037,1.1666,0.6906,1.0275,1.1064,192.168.1.50,U1005,explorer.exe,malicious
EVT-00091,2025-04-13 13:44:05.670537,machine1,privilege_escalation,0.1484,1.1728,0.4924,0.3277,1.3306,192.168.1.35,U1008,powershell_ise.exe,malicious
EVT-00092,2025-04-13 13:44:31.434765,machine1,execution_suspicious_process,0.6187,0.9376,0.2793,0.6132,1.4026,192.168.1.140,U1001,cmd.exe,malicious
EVT-00093,2025-04-13 13:45:56.572983,machine1,phishing_credential_stealer,1.0946,0.4423,0.7257,0.8047,1.1017,192.168.1.125,U1012,ftp.exe,malicious
EVT-00094,2025-04-13 13:45:57.627351,machine1,data_exfiltration,0.0738,0.1138,0.5081,0.9623,1.094,192.168.1.105,U1013,nc.exe,malicious
EVT-00095,2025-04-13 13:47:44.219741,machine1,execution_suspicious_process,0.7466,0.9292,0.2543,0.8293,0.602,192.168.1.50,U1015,notepad.exe,malicious
EVT-00096,2025-04-13 13:47:45.488392,machine1,normal_activity,0.2949,0.6039,0.1081,0.5086,0.2851,192.168.1.45,U1014,telnet.exe,benign
EVT-00097,2025-04-13 13:48:42.941294,machine1,failed_login_attempts,0.8816,0.987,0.8372,0.7998,1.3937,192.168.1.10,U1015,sh.exe,malicious
EVT-00098,2025-04-13 13:48:46.484462,machine1,execution_suspicious_process,0.3576,-0.01,0.2887,0.2224,1.0563,192.168.1.65,U1001,whoami.exe,malicious
EVT-00099,2025-04-13 13:49:05.687461,machine1,normal_activity,0.62,0.1262,0.5298,0.525,0.9129,192.168.1.10,U1011,javaw.exe,benign
EVT-00100,2025-04-13 13:49:40.733982,machine1,lateral_movement,0.3054,0.4013,0.4284,1.4985,1.0028,192.168.1.135,U1011,sc.exe,malicious
EVT-00101,2025-04-13 13:51:51.251706,machine1,execution_suspicious_process,0.9278,1.0951,0.0537,0.3046,1.0088,192.168.1.80,U1002,telnet.exe,malicious
EVT-00102,2025-04-13 13:52:04.201062,machine1,exploit_cve,0.1836,0.9414,0.3309,0.4998,1.3952,192.168.1.135,U1002,msiexec.exe,malicious
EVT-00103,2025-04-13 13:55:57.355910,machine1,exploit_cve,0.2704,-0.318,0.4367,1.0194,0.396,192.168.1.110,U1019,chrome.exe,malicious
EVT-00104,2025-04-13 13:58:08.047196,machine1,download_suspicious_domain,0.4324,0.6583,0.6412,0.7719,0.778,192.168.1.60,U1015,mimikatz.exe,malicious
EVT-00105,2025-04-13 13:58:12.799929,machine1,suspicious_file_download,0.5247,1.2804,0.316,0.9953,0.931,192.168.1.105,U1001,wmic.exe,malicious
EVT-00106,2025-04-13 13:58:13.335996,machine1,normal_activity,-0.0448,0.7455,-0.0324,0.5864,0.3624,192.168.1.115,U1017,sc.exe,benign
EVT-00107,2025-04-13 13:58:23.523016,machine1,normal_activity,0.4447,0.1614,0.3818,-0.0732,0.9144,192.168.1.145,U1012,svchost.exe,benign
EVT-00108,2025-04-13 13:59:22.001526,machine1,exploit_cve,0.4555,-0.0571,0.6612,0.1952,1.1689,192.168.1.130,U1005,chrome.exe,malicious
EVT-00109,2025-04-13 14:05:32.147505,machine1,exploit_cve,0.5313,1.3925,0.3049,1.3688,1.6549,192.168.1.130,U1015,notepad.exe,malicious
EVT-00110,2025-04-13 14:05:53.459210,machine1,phishing_credential_stealer,-0.4938,0.9069,0.5426,0.9688,1.1513,192.168.1.140,U1001,rundll32.exe,malicious
EVT-00111,2025-04-13 14:07:17.318157,machine1,normal_activity,0.3212,0.3306,0.7722,0.9698,0.1121,192.168.1.110,U1015,sh.exe,benign
EVT-00112,2025-04-13 14:07:22.350986,machine1,phishing_credential_stealer,0.058,0.822,0.375,1.0567,0.7501,192.168.1.140,U1009,rundll32.exe,malicious
EVT-00113,2025-04-13 14:08:56.035535,machine1,data_exfiltration,0.5541,0.8027,0.8479,1.0031,0.6935,192.168.1.90,U1005,curl.exe,malicious
EVT-00114,2025-04-13 14:10:55.324595,machine1,data_exfiltration,1.2005,0.4283,0.1834,0.8921,0.636,192.168.1.90,U1009,svchost.exe,malicious
EVT-00115,2025-04-13 14:13:08.344851,machine1,normal_activity,0.1431,-0.0307,-0.4236,0.8298,0.6032,192.168.1.110,U1006,sc.exe,benign
EVT-00116,2025-04-13 14:15:23.392668,machine1,execution_suspicious_process,0.4245,0.8165,0.4805,0.3934,1.3117,192.168.1.125,U1008,cmd.exe,malicious
EVT-00117,2025-04-13 14:17:02.122292,machine1,execution_suspicious_process,-0.1572,1.4111,0.3456,0.1783,1.178,192.168.1.25,U1017,telnet.exe,malicious
EVT-00118,2025-04-13 14:17:07.209847,machine1,exploit_cve,0.7491,0.5761,1.0477,-0.0397,1.493,192.168.1.35,U1020,nc.exe,malicious
EVT-00119,2025-04-13 14:17:56.655157,machine1,normal_activity,-0.6807,-0.0624,1.0982,0.3429,0.906,192.168.1.35,U1007,ftp.exe,benign
EVT-00120,2025-04-13 14:18:22.835445,machine1,lateral_movement,0.5426,1.5217,0.6795,1.3841,0.5996,192.168.1.55,U1004,msiexec.exe,malicious
EVT-00121,2025-04-13 14:18:50.943556,machine1,download_suspicious_domain,0.5817,0.6313,0.4597,0.7292,0.9285,192.168.1.145,U1008,ftp.exe,malicious
EVT-00122,2025-04-13 14:21:04.960407,machine1,phishing_credential_stealer,0.4783,0.6236,1.581,0.7847,0.8212,192.168.1.60,U1004,whoami.exe,malicious
EVT-00123,2025-04-13 14:23:14.267126,machine1,lateral_movement,0.396,0.2355,0.0238,1.1976,0.6022,192.168.1.30,U1005,explorer.exe,malicious
EVT-00124,2025-04-13 14:24:24.430797,machine1,normal_activity,0.2422,0.8204,0.4016,0.3323,0.8327,192.168.1.5,U1004,powershell.exe -enc,benign
EVT-00125,2025-04-13 14:24:39.524638,machine1,normal_activity,0.4224,1.0452,-0.0407,0.5068,0.4574,192.168.1.110,U1008,netstat.exe,benign
EVT-00126,2025-04-13 14:25:45.671046,machine1,normal_activity,-0.0903,0.2453,0.8477,0.6323,0.6648,192.168.1.5,U1017,curl.exe,benign
EVT-00127,2025-04-13 14:26:02.916884,machine1,normal_activity,0.787,0.7956,0.1828,0.4094,0.5271,192.168.1.90,U1019,whoami.exe,benign
EVT-00128,2025-04-13 14:27:31.989321,machine1,exploit_cve,0.7094,0.7286,0.9345,2.029,0.413,192.168.1.25,U1011,tasklist.exe,malicious
EVT-00129,2025-04-13 14:27:43.596824,machine1,execution_suspicious_process,0.3801,0.9981,2.1667,1.111,0.9942,192.168.1.115,U1009,powershell_ise.exe,malicious
EVT-00130,2025-04-13 14:28:54.622652,machine1,exploit_cve,0.9472,1.0798,0.4938,0.924,0.8556,192.168.1.100,U1003,whoami.exe,malicious
EVT-00131,2025-04-13 14:29:23.138855,machine1,normal_activity,0.6134,-0.0247,-0.1117,0.8715,0.5177,192.168.1.1,U1011,sc.exe,benign
EVT-00132,2025-04-13 14:29:28.808276,machine1,normal_activity,0.4068,-0.1637,0.6665,0.4279,0.4699,192.168.1.5,U1004,nc.exe,benign
EVT-00133,2025-04-13 14:30:51.612945,machine1,lateral_movement,0.6052,0.9622,1.1076,0.7413,0.9558,192.168.1.110,U1003,powershell.exe -enc,malicious
EVT-00134,2025-04-13 14:30:59.229394,machine1,execution_suspicious_process,0.3425,0.5477,-0.0069,1.0349,0.8779,192.168.1.1,U1010,tasklist.exe,malicious
EVT-00135,2025-04-13 14:35:15.610771,machine1,lateral_movement,0.318,1.0732,0.7632,0.5263,0.4686,192.168.1.80,U1012,nc.exe,malicious
EVT-00136,2025-04-13 14:35:55.142347,machine1,normal_activity,0.382,0.5098,0.819,0.2113,0.6873,192.168.1.105,U1012,javaw.exe,benign
EVT-00137,2025-04-13 14:36:16.449562,machine1,failed_login_attempts,0.9318,0.6109,1.1758,0.5025,0.4003,192.168.1.90,U1004,ftp.exe,malicious
EVT-00138,2025-04-13 14:36:28.416121,machine1,normal_activity,-0.1368,1.0368,0.3727,0.2103,0.7324,192.168.1.85,U1006,explorer.exe,benign
EVT-00139,2025-04-13 14:37:12.184458,machine1,normal_activity,0.0388,-0.0153,-0.045,1.1815,0.9192,192.168.1.75,U1016,msiexec.exe,benign
EVT-00140,2025-04-13 14:38:35.651290,machine1,normal_activity,0.174,0.3773,0.4666,0.3592,0.6695,192.168.1.35,U1004,powershell.exe -enc,benign
EVT-00141,2025-04-13 14:40:22.223104,machine1,data_exfiltration,0.1319,0.4676,0.4587,1.5106,0.9441,192.168.1.75,U1004,powershell.exe,malicious
EVT-00142,2025-04-13 14:41:14.965542,machine1,normal_activity,0.3323,-0.001,0.647,0.3242,0.629,192.168.1.10,U1001,powershell.exe,benign
EVT-00143,2025-04-13 14:44:38.225094,machine1,execution_suspicious_process,1.0222,1.1812,0.7987,1.2559,0.8781,192.168.1.15,U1001,telnet.exe,malicious
EVT-00144,2025-04-13 14:46:11.321319,machine1,normal_activity,0.6241,0.0711,0.5812,0.2782,0.8407,192.168.1.25,U1001,netstat.exe,benign
EVT-00145,2025-04-13 14:46:22.027562,machine1,exploit_cve,0.3655,0.5405,0.7197,0.8651,0.6522,192.168.1.40,U1012,python.exe,malicious
EVT-00146,2025-04-13 14:49:36.194258,machine1,normal_activity,0.0233,0.7977,0.1125,0.3318,0.3926,192.168.1.35,U1001,explorer.exe,benign
EVT-00147,2025-04-13 14:50:00.424928,machine1,privilege_escalation,1.2563,0.6126,1.0374,0.6485,0.4576,192.168.1.145,U1019,chrome.exe,malicious
EVT-00148,2025-04-13 14:53:24.423769,machine1,execution_suspicious_process,1.0806,0.5921,1.4698,1.0675,1.1322,192.168.1.110,U1019,msiexec.exe,malicious
EVT-00149,2025-04-13 14:53:43.037580,machine1,execution_suspicious_process,0.8578,0.149,1.0232,0.1588,0.2661,192.168.1.130,U1007,javaw.exe,malicious
EVT-00150,2025-04-13 14:54:14.588665,machine1,normal_activity,0.6144,0.4869,0.2652,0.2751,0.5949,192.168.1.35,U1011,rundll32.exe,benign
EVT-00151,2025-04-13 14:55:23.359653,machine1,normal_activity,0.6569,-0.2055,0.3463,0.8122,1.0515,192.168.1.85,U1008,tasklist.exe,benign
EVT-00152,2025-04-13 14:55:27.780653,machine1,failed_login_attempts,0.4883,0.9951,0.6749,0.574,1.1737,192.168.1.20,U1002,rundll32.exe,malicious
EVT-00153,2025-04-13 14:58:05.822048,machine1,lateral_movement,0.7298,0.6568,0.6036,0.9965,0.9536,192.168.1.125,U1002,vncviewer.exe,malicious
EVT-00154,2025-04-13 14:58:32.739420,machine1,exploit_cve,0.6564,1.1035,0.4532,0.8283,1.1408,192.168.1.15,U1013,netstat.exe,malicious
EVT-00155,2025-04-13 14:58:48.296520,machine1,phishing_credential_stealer,1.3652,0.997,0.8566,0.8259,0.6706,192.168.1.15,U1006,powershell.exe,malicious
EVT-00156,2025-04-13 14:58:51.938940,machine1,phishing_credential_stealer,0.7117,0.9734,0.8904,0.7335,1.6028,192.168.1.145,U1005,notepad.exe,malicious
EVT-00157,2025-04-13 14:58:53.467286,machine1,failed_login_attempts,0.9154,0.7456,0.2727,0.5414,0.8962,192.168.1.70,U1014,certutil.exe,malicious
EVT-00158,2025-04-13 14:58:55.216468,machine1,normal_activity,0.6144,0.6468,0.1332,0.3264,0.9741,192.168.1.85,U1004,mimikatz.exe,benign
EVT-00159,2025-04-13 14:59:18.095221,machine1,phishing_credential_stealer,0.6296,1.2193,0.7201,0.7829,1.1766,192.168.1.100,U1001,explorer.exe,malicious
EVT-00160,2025-04-13 14:59:40.003446,machine1,phishing_credential_stealer,0.5456,1.4589,1.4172,1.3681,0.9883,192.168.1.115,U1012,svchost.exe,malicious
EVT-00161,2025-04-13 15:00:41.237227,machine1,phishing_credential_stealer,0.1768,0.2728,0.3606,0.5659,0.3864,192.168.1.65,U1017,certutil.exe,malicious
EVT-00162,2025-04-13 15:02:58.638067,machine1,failed_login_attempts,0.5486,0.5416,1.2664,0.518,0.6046,192.168.1.70,U1020,sh.exe,malicious
EVT-00163,2025-04-13 15:04:08.992523,machine1,execution_suspicious_process,0.5388,0.9305,1.381,1.1617,0.9663,192.168.1.115,U1018,chrome.exe,malicious
EVT-00164,2025-04-13 15:05:14.420074,machine1,lateral_movement,1.4688,0.5193,0.653,1.2037,1.1568,192.168.1.115,U1001,explorer.exe,malicious
EVT-00165,2025-04-13 15:05:47.650470,machine1,execution_suspicious_process,0.6439,0.6813,0.2141,0.7337,1.1631,192.168.1.10,U1014,svchost.exe,malicious
EVT-00166,2025-04-13 15:06:45.731738,machine1,lateral_movement,0.1229,0.1676,0.939,0.7863,0.413,192.168.1.25,U1009,notepad.exe,malicious
EVT-00167,2025-04-13 15:07:33.769226,machine1,normal_activity,-0.3532,0.4594,0.3512,0.3646,0.6483,192.168.1.20,U1004,sc.exe,benign
