event_id,timestamp,machine,event_type,feature_1,feature_2,feature_3,feature_4,feature_5,ip_address,user_id,process,label
EVT-00043,2025-04-13 12:40:39.480005,machine3,data_exfiltration,0.4683,0.5682,0.3339,0.6101,0.9177,192.168.1.19,U1005,ssh.exe,malicious
EVT-00044,2025-04-13 12:40:39.967770,machine3,normal_activity,0.5931,0.2671,0.7155,1.1161,0.4166,192.168.1.26,U1002,netstat.exe,benign
EVT-00045,2025-04-13 12:41:06.249181,machine5,normal_activity,0.1871,0.6512,0.5708,0.2478,0.3063,192.168.1.21,U1015,nc.exe,benign
EVT-00046,2025-04-13 12:41:15.286798,machine4,phishing_credential_stealer,0.7032,0.2995,0.5471,0.3711,0.8951,192.168.1.22,U1019,ssh.exe,malicious
EVT-00047,2025-04-13 12:43:19.334523,machine4,download_suspicious_domain,0.2089,1.3932,1.4966,0.7777,1.6881,192.168.1.6,U1018,vssadmin.exe,malicious
EVT-00048,2025-04-13 12:43:25.729815,machine1,exploit_cve,0.8371,1.5272,0.4841,-0.0276,0.2868,192.168.1.8,U1018,notepad.exe,malicious
EVT-00049,2025-04-13 12:44:06.784370,machine1,lateral_movement,0.9318,0.6937,0.2439,0.2288,1.0298,192.168.1.15,U1007,explorer.exe,malicious
EVT-00050,2025-04-13 12:45:07.836018,machine3,normal_activity,0.4285,0.2268,-0.1482,0.7487,0.8886,192.168.1.19,U1006,msiexec.exe,benign
EVT-00051,2025-04-13 12:48:00.036342,machine2,exploit_cve,1.1486,0.2558,0.8344,0.5314,0.7709,192.168.1.23,U1017,mimikatz.exe,malicious
EVT-00052,2025-04-13 12:48:17.465031,machine3,phishing_credential_stealer,-0.1538,1.0818,0.7532,1.8968,1.3608,192.168.1.28,U1009,tasklist.exe,malicious
EVT-00053,2025-04-13 12:50:01.611825,machine4,suspicious_file_download,1.2957,0.7095,0.4961,0.5494,1.3109,192.168.1.11,U1016,rundll32.exe,malicious
EVT-00054,2025-04-13 12:50:47.431987,machine1,failed_login_attempts,0.5387,0.3255,0.3802,0.2619,1.8667,192.168.1.13,U1018,msiexec.exe,malicious
EVT-00055,2025-04-13 12:52:31.233190,machine1,normal_activity,0.5375,-0.051,0.0732,0.5802,0.6819,192.168.1.11,U1018,java.exe,benign
EVT-00056,2025-04-13 12:52:52.720994,machine3,suspicious_file_download,0.1793,0.6791,0.7815,0.1982,0.6485,192.168.1.24,U1003,notepad.exe,malicious
EVT-00057,2025-04-13 12:53:12.687133,machine1,c2_connection,1.1689,0.581,0.2165,0.7533,0.664,192.168.1.13,U1014,chrome.exe,malicious
EVT-00058,2025-04-13 12:53:27.853515,machine3,normal_activity,0.4532,0.6526,0.1863,1.0447,0.4291,192.168.1.14,U1009,powershell.exe,benign
EVT-00059,2025-04-13 12:54:30.487324,machine4,c2_connection,0.636,0.7322,0.5647,0.0008,0.2249,192.168.1.24,U1020,svchost.exe,malicious
EVT-00060,2025-04-13 12:55:09.464921,machine2,normal_activity,0.8248,0.4658,-0.2018,0.233,0.7276,192.168.1.5,U1014,powershell.exe -enc,benign
EVT-00061,2025-04-13 12:56:01.429680,machine4,normal_activity,0.4727,0.0917,0.6127,0.0849,0.9581,192.168.1.15,U1017,powershell.exe,benign
EVT-00062,2025-04-13 12:57:18.399382,machine3,phishing_credential_stealer,0.2784,0.5936,0.5068,0.6305,0.8209,192.168.1.2,U1015,telnet.exe,malicious
EVT-00063,2025-04-13 12:58:27.644028,machine3,failed_login_attempts,0.2742,0.7284,1.091,0.3979,0.8038,192.168.1.7,U1005,telnet.exe,malicious
EVT-00064,2025-04-13 12:59:30.361925,machine1,lateral_movement,0.8244,0.2679,0.3964,-0.7065,0.1078,192.168.1.21,U1003,cmd.exe,malicious
EVT-00065,2025-04-13 13:00:54.286783,machine4,execution_suspicious_process,0.5641,0.8203,0.6635,-0.2171,0.8276,192.168.1.17,U1003,wmic.exe,malicious
EVT-00066,2025-04-13 13:00:56.352992,machine4,download_suspicious_domain,0.5268,-0.2386,0.8648,0.602,0.64,192.168.1.26,U1005,rundll32.exe,malicious
EVT-00067,2025-04-13 13:02:26.649383,machine1,failed_login_attempts,0.597,0.1507,0.9394,0.3564,0.9896,192.168.1.26,U1019,java.exe,malicious
EVT-00068,2025-04-13 13:03:44.674060,machine3,normal_activity,0.6102,0.2443,0.3428,-0.2638,-0.0926,192.168.1.16,U1018,whoami.exe,benign
EVT-00069,2025-04-13 13:04:10.993849,machine4,normal_activity,-0.0447,0.2234,0.8398,0.355,0.4269,192.168.1.15,U1018,regsvr32.exe,benign
EVT-00070,2025-04-13 13:04:25.377490,machine1,normal_activity,0.4949,0.6897,0.9104,0.4009,0.75,192.168.1.29,U1010,powershell.exe -enc,benign
EVT-00071,2025-04-13 13:05:08.014355,machine4,privilege_escalation,0.8635,0.9095,0.3347,1.0707,0.2519,192.168.1.28,U1009,wmic.exe,malicious
EVT-00072,2025-04-13 13:07:09.556100,machine5,exploit_cve,1.257,0.6338,0.1436,0.5967,1.0032,192.168.1.3,U1003,svchost.exe,malicious
EVT-00073,2025-04-13 13:07:29.111784,machine4,privilege_escalation,-0.0713,0.568,0.8571,1.497,1.9884,192.168.1.25,U1004,rundll32.exe,malicious
EVT-00074,2025-04-13 13:08:55.109138,machine2,failed_login_attempts,0.5752,-0.0449,1.089,0.36,0.7338,192.168.1.10,U1001,calc.exe,malicious
EVT-00075,2025-04-13 13:11:53.252611,machine3,privilege_escalation,0.5434,0.4499,0.5542,0.4604,1.5816,192.168.1.8,U1007,powershell.exe,malicious
EVT-00076,2025-04-13 13:12:17.182091,machine5,normal_activity,0.5876,0.1686,0.2347,1.1738,0.4671,192.168.1.25,U1003,explorer.exe,benign
EVT-00077,2025-04-13 13:16:35.348421,machine3,normal_activity,0.018,0.6843,0.4184,0.3341,0.3372,192.168.1.2,U1010,explorer.exe,benign
EVT-00078,2025-04-13 13:16:38.972180,machine1,execution_suspicious_process,0.4702,0.9778,0.8872,-0.0056,0.498,192.168.1.12,U1016,ssh.exe,malicious
EVT-00079,2025-04-13 13:16:41.203279,machine1,normal_activity,0.5836,0.5912,-0.3823,0.8062,0.7207,192.168.1.16,U1014,python.exe,benign
EVT-00080,2025-04-13 13:18:32.641802,machine4,c2_connection,0.4702,0.8253,0.8472,-0.034,0.4571,192.168.1.29,U1003,powershell.exe -enc,malicious
EVT-00081,2025-04-13 13:19:11.365091,machine2,c2_connection,0.8672,0.7094,1.1228,0.2769,1.0262,192.168.1.9,U1002,mimikatz.exe,malicious
EVT-00082,2025-04-13 13:19:47.727857,machine1,suspicious_file_download,0.294,0.9323,0.9139,0.9488,1.1949,192.168.1.29,U1003,wmic.exe,malicious
EVT-00083,2025-04-13 13:21:45.278494,machine2,suspicious_file_download,0.997,0.4624,0.783,1.0875,0.4372,192.168.1.4,U1007,sc.exe,malicious
EVT-00084,2025-04-13 13:24:13.778476,machine4,privilege_escalation,1.5353,0.5995,0.8067,0.6675,0.5506,192.168.1.27,U1015,regsvr32.exe,malicious
EVT-00085,2025-04-13 13:25:03.235180,machine2,c2_connection,0.573,0.8785,0.9683,0.2377,1.2281,192.168.1.11,U1016,notepad.exe,malicious
EVT-00086,2025-04-13 13:27:09.628503,machine4,lateral_movement,-0.2215,-0.0394,0.3939,0.7933,0.571,192.168.1.26,U1003,java.exe,malicious
EVT-00087,2025-04-13 13:28:10.256694,machine4,download_suspicious_domain,0.2059,0.9098,1.1874,0.9548,0.9416,192.168.1.7,U1006,regsvr32.exe,malicious
EVT-00088,2025-04-13 13:28:40.344472,machine5,data_exfiltration,0.3665,1.1386,0.2302,1.0174,0.7542,192.168.1.10,U1016,svchost.exe,malicious
EVT-00089,2025-04-13 13:28:54.942023,machine5,normal_activity,0.0283,0.129,0.1454,-0.0357,0.8974,192.168.1.2,U1006,calc.exe,benign
EVT-00090,2025-04-13 13:30:17.547938,machine1,c2_connection,0.2651,0.3301,0.809,1.1609,0.7621,192.168.1.13,U1001,whoami.exe,malicious
EVT-00091,2025-04-13 13:32:26.000957,machine3,normal_activity,0.3594,-0.1698,-0.0568,0.5335,0.6653,192.168.1.7,U1011,ssh.exe,benign
EVT-00092,2025-04-13 13:35:06.194175,machine1,phishing_credential_stealer,-0.2621,1.6052,1.2296,0.5147,0.2896,192.168.1.4,U1004,ssh.exe,malicious
EVT-00093,2025-04-13 13:35:24.314814,machine5,execution_suspicious_process,0.096,0.3013,0.8324,1.1663,1.6214,192.168.1.14,U1001,whoami.exe,malicious
EVT-00094,2025-04-13 13:36:25.862795,machine1,download_suspicious_domain,0.9904,0.204,1.5092,0.7966,1.3087,192.168.1.8,U1018,certutil.exe,malicious
EVT-00095,2025-04-13 13:36:56.661001,machine3,data_exfiltration,0.5967,0.3272,0.2918,0.6941,0.2874,192.168.1.2,U1005,mimikatz.exe,malicious
EVT-00096,2025-04-13 13:38:39.376706,machine4,normal_activity,-0.0208,0.0081,0.8962,0.6164,0.9203,192.168.1.24,U1007,msiexec.exe,benign
EVT-00097,2025-04-13 13:38:52.619574,machine1,phishing_credential_stealer,0.1866,0.3127,0.4124,0.1991,0.7281,192.168.1.22,U1011,netstat.exe,malicious
EVT-00098,2025-04-13 13:38:56.156363,machine4,normal_activity,-0.5756,0.3404,0.2212,-0.0909,0.2246,192.168.1.4,U1001,notepad.exe,benign
EVT-00099,2025-04-13 13:39:17.811209,machine1,download_suspicious_domain,0.6193,1.1088,-0.2109,0.5211,1.4849,192.168.1.4,U1007,notepad.exe,malicious
EVT-00100,2025-04-13 13:39:22.050831,machine2,privilege_escalation,0.1298,0.1911,1.0805,0.3694,1.8568,192.168.1.29,U1019,rundll32.exe,malicious
EVT-00101,2025-04-13 13:39:50.317053,machine2,privilege_escalation,0.6845,0.454,0.3422,0.2094,0.8307,192.168.1.1,U1005,powershell.exe -enc,malicious
EVT-00102,2025-04-13 13:40:19.589853,machine2,execution_suspicious_process,0.0693,-0.1877,0.0911,0.9695,0.7788,192.168.1.12,U1017,explorer.exe,malicious
EVT-00103,2025-04-13 13:40:26.393205,machine3,c2_connection,0.1079,1.1899,0.5291,0.555,0.1927,192.168.1.21,U1009,ssh.exe,malicious
EVT-00104,2025-04-13 13:43:31.627022,machine5,normal_activity,-0.0222,0.4333,0.2206,1.1277,0.8035,192.168.1.6,U1013,powershell.exe,benign
EVT-00105,2025-04-13 13:43:49.757842,machine2,failed_login_attempts,0.6095,1.0853,1.5167,1.3985,1.0153,192.168.1.19,U1017,rundll32.exe,malicious
EVT-00106,2025-04-13 13:45:01.563912,machine3,normal_activity,0.7236,0.0821,0.8658,0.4979,-0.0619,192.168.1.16,U1015,ssh.exe,benign
EVT-00107,2025-04-13 13:45:13.607146,machine4,lateral_movement,0.5565,0.2028,0.9141,0.4733,0.8097,192.168.1.19,U1004,certutil.exe,malicious
EVT-00108,2025-04-13 13:45:44.133163,machine4,execution_suspicious_process,0.6416,0.5549,0.1754,0.9896,1.0842,192.168.1.22,U1015,sc.exe,malicious
EVT-00109,2025-04-13 13:45:49.547786,machine1,execution_suspicious_process,0.4097,0.1318,0.8517,0.7742,1.1302,192.168.1.4,U1002,ssh.exe,malicious
EVT-00110,2025-04-13 13:45:56.618304,machine5,normal_activity,0.2547,0.0895,0.6231,0.7074,0.2615,192.168.1.21,U1015,cmd.exe,benign
EVT-00111,2025-04-13 13:45:57.287378,machine1,failed_login_attempts,0.8219,0.8049,0.0899,1.2543,0.3143,192.168.1.8,U1017,msiexec.exe,malicious
EVT-00112,2025-04-13 13:47:34.209402,machine3,privilege_escalation,0.8214,1.0513,1.6217,0.4659,1.233,192.168.1.14,U1017,powershell.exe,malicious
EVT-00113,2025-04-13 13:47:55.524686,machine3,data_exfiltration,0.8907,0.667,0.8928,0.2182,0.8364,192.168.1.9,U1004,ssh.exe,malicious
EVT-00114,2025-04-13 13:48:37.082637,machine4,lateral_movement,1.0472,-0.1831,1.138,0.4698,0.9189,192.168.1.28,U1012,regsvr32.exe,malicious
EVT-00115,2025-04-13 13:49:29.219426,machine1,normal_activity,0.5827,0.3223,-0.0754,0.131,0.8231,192.168.1.17,U1011,sc.exe,benign
EVT-00116,2025-04-13 13:49:40.008208,machine1,normal_activity,0.2432,-0.3346,0.1719,0.6364,0.6242,192.168.1.2,U1011,notepad.exe,benign
EVT-00117,2025-04-13 13:52:35.997026,machine4,normal_activity,0.3397,0.2957,0.4005,1.2828,0.9574,192.168.1.18,U1017,sc.exe,benign
EVT-00118,2025-04-13 13:53:08.795688,machine1,lateral_movement,1.2634,0.6866,0.6212,0.246,0.6053,192.168.1.16,U1005,chrome.exe,malicious
EVT-00119,2025-04-13 13:53:13.318202,machine2,normal_activity,0.1385,0.3445,0.6013,1.0031,0.4068,192.168.1.2,U1017,nc.exe,benign
EVT-00120,2025-04-13 13:53:19.800838,machine4,phishing_credential_stealer,0.2689,0.584,1.0942,1.2345,1.1679,192.168.1.7,U1005,telnet.exe,malicious
EVT-00121,2025-04-13 13:53:49.580836,machine3,normal_activity,0.2902,0.6734,-0.0814,0.5169,0.7617,192.168.1.5,U1006,mimikatz.exe,benign
EVT-00122,2025-04-13 13:53:57.200305,machine1,c2_connection,-0.0751,0.6408,0.7745,0.8388,0.8401,192.168.1.22,U1005,java.exe,malicious
EVT-00123,2025-04-13 13:54:16.779898,machine1,exploit_cve,-0.224,1.1502,1.0776,1.5564,0.8304,192.168.1.28,U1020,cmd.exe,malicious
EVT-00124,2025-04-13 13:55:01.379984,machine5,normal_activity,0.5743,0.6324,0.4134,0.8747,0.3007,192.168.1.20,U1002,wmic.exe,benign
EVT-00125,2025-04-13 13:55:03.869810,machine2,c2_connection,0.0217,0.5307,0.2627,0.809,1.0224,192.168.1.15,U1015,python.exe,malicious
EVT-00126,2025-04-13 13:55:25.403495,machine1,phishing_credential_stealer,0.6235,0.8298,0.8267,0.3524,1.0263,192.168.1.30,U1015,sc.exe,malicious
EVT-00127,2025-04-13 13:56:59.596784,machine1,data_exfiltration,0.7195,1.1836,0.7985,0.5317,0.4092,192.168.1.4,U1008,mimikatz.exe,malicious
EVT-00128,2025-04-13 13:57:04.068087,machine2,download_suspicious_domain,0.5809,0.7332,-0.0498,-0.0586,1.4817,192.168.1.15,U1001,python.exe,malicious
EVT-00129,2025-04-13 13:58:02.289565,machine5,normal_activity,0.4486,0.3688,1.2416,0.4815,0.796,192.168.1.2,U1002,notepad.exe,benign
EVT-00130,2025-04-13 13:58:05.317756,machine1,suspicious_file_download,-0.3438,0.9634,0.6726,1.1907,1.2361,192.168.1.15,U1019,python.exe,malicious
EVT-00131,2025-04-13 14:00:46.004283,machine1,normal_activity,0.8321,0.2,1.3205,-0.0503,1.1502,192.168.1.30,U1002,svchost.exe,benign
EVT-00132,2025-04-13 14:01:01.256036,machine3,normal_activity,0.2636,0.015,0.467,0.4525,0.2038,192.168.1.2,U1012,notepad.exe,benign
EVT-00133,2025-04-13 14:01:15.960962,machine1,data_exfiltration,1.6627,0.2604,0.434,0.997,1.6712,192.168.1.11,U1011,chrome.exe,malicious
EVT-00134,2025-04-13 14:02:21.367384,machine1,privilege_escalation,0.2898,0.6853,0.5903,1.2959,0.4525,192.168.1.28,U1002,sc.exe,malicious
EVT-00135,2025-04-13 14:04:36.929398,machine5,normal_activity,-0.5573,0.9969,0.6333,0.6352,0.608,192.168.1.13,U1013,ftp.exe,benign
EVT-00136,2025-04-13 14:07:48.193614,machine3,suspicious_file_download,0.9441,0.6198,0.5871,1.1167,1.2149,192.168.1.3,U1002,msiexec.exe,malicious
EVT-00137,2025-04-13 14:09:11.097186,machine1,normal_activity,0.2778,0.2892,0.7552,0.5382,0.3524,192.168.1.16,U1019,wmic.exe,benign
EVT-00138,2025-04-13 14:10:54.753884,machine2,download_suspicious_domain,0.1835,1.071,0.9762,0.4859,1.2464,192.168.1.29,U1005,nc.exe,malicious
EVT-00139,2025-04-13 14:12:00.564659,machine1,download_suspicious_domain,0.2528,1.0945,0.5841,1.0673,1.2892,192.168.1.8,U1018,nc.exe,malicious
EVT-00140,2025-04-13 14:12:12.116854,machine1,data_exfiltration,0.4536,0.9811,0.8833,1.1351,0.1772,192.168.1.15,U1009,rundll32.exe,malicious
EVT-00141,2025-04-13 14:13:22.056011,machine3,data_exfiltration,0.91,0.8278,-0.0151,0.4252,1.2274,192.168.1.9,U1001,svchost.exe,malicious
EVT-00142,2025-04-13 14:13:32.068829,machine3,normal_activity,0.636,1.5447,0.21,0.4496,0.5033,192.168.1.14,U1006,java.exe,benign
EVT-00143,2025-04-13 14:14:31.418591,machine4,privilege_escalation,0.3959,0.5875,1.1363,0.6532,1.1594,192.168.1.30,U1005,tasklist.exe,malicious
EVT-00144,2025-04-13 14:15:17.454064,machine5,normal_activity,0.9066,0.953,0.3866,0.95,0.9632,192.168.1.11,U1003,powershell.exe,benign
EVT-00145,2025-04-13 14:15:38.907926,machine1,failed_login_attempts,0.8776,1.1706,0.478,0.5784,1.0201,192.168.1.11,U1013,python.exe,malicious
EVT-00146,2025-04-13 14:16:21.516582,machine5,normal_activity,0.3867,0.4797,0.5412,0.3219,0.7921,192.168.1.9,U1009,explorer.exe,benign
EVT-00147,2025-04-13 14:17:15.651836,machine3,failed_login_attempts,-0.2882,1.1352,1.1754,0.6195,0.418,192.168.1.6,U1016,whoami.exe,malicious
EVT-00148,2025-04-13 14:17:29.554847,machine1,privilege_escalation,-0.1154,1.1063,0.5774,1.0764,0.4748,192.168.1.19,U1015,certutil.exe,malicious
EVT-00149,2025-04-13 14:17:54.639816,machine4,c2_connection,0.9312,1.3875,0.7258,0.7726,0.8813,192.168.1.3,U1002,sc.exe,malicious
EVT-00150,2025-04-13 14:18:20.003506,machine1,phishing_credential_stealer,0.516,1.1636,0.9542,0.4747,0.7963,192.168.1.27,U1004,regsvr32.exe,malicious
EVT-00151,2025-04-13 14:18:26.748985,machine3,normal_activity,0.58,0.0643,0.7212,0.568,0.9976,192.168.1.3,U1010,sc.exe,benign
EVT-00152,2025-04-13 14:18:44.127719,machine4,lateral_movement,-0.0371,-0.1536,0.9795,0.4524,0.5153,192.168.1.21,U1009,python.exe,malicious
EVT-00153,2025-04-13 14:19:45.691419,machine1,c2_connection,0.0565,0.886,0.7491,1.1121,0.8021,192.168.1.8,U1018,ssh.exe,malicious
EVT-00154,2025-04-13 14:20:57.397140,machine4,normal_activity,0.3965,0.5819,-0.2253,-0.1306,1.3931,192.168.1.10,U1013,tasklist.exe,benign
EVT-00155,2025-04-13 14:21:31.832887,machine1,suspicious_file_download,0.0059,-0.0662,0.9236,0.2187,0.6571,192.168.1.25,U1003,netstat.exe,malicious
EVT-00156,2025-04-13 14:22:07.829264,machine4,c2_connection,-0.0622,0.4147,1.0022,1.3581,0.6943,192.168.1.11,U1014,vssadmin.exe,malicious
EVT-00157,2025-04-13 14:22:31.700815,machine1,data_exfiltration,-0.1155,-0.1492,1.2249,0.6638,0.8103,192.168.1.18,U1007,cmd.exe,malicious
EVT-00158,2025-04-13 14:23:41.697962,machine1,data_exfiltration,0.808,0.329,0.8324,0.4541,0.8841,192.168.1.1,U1011,mimikatz.exe,malicious
EVT-00159,2025-04-13 14:24:06.072519,machine2,exploit_cve,0.2808,0.4276,0.6703,1.3543,0.8181,192.168.1.16,U1007,calc.exe,malicious
EVT-00160,2025-04-13 14:25:03.562619,machine4,privilege_escalation,0.3498,0.5245,0.7913,0.8949,-0.3188,192.168.1.8,U1011,powershell.exe,malicious
EVT-00161,2025-04-13 14:25:41.969310,machine1,normal_activity,-0.4703,0.1843,0.262,0.4526,0.9205,192.168.1.11,U1020,chrome.exe,benign
EVT-00162,2025-04-13 14:26:17.986173,machine4,normal_activity,-0.0237,0.7253,0.7839,0.1548,0.9634,192.168.1.30,U1002,whoami.exe,benign
EVT-00163,2025-04-13 14:29:10.381526,machine1,failed_login_attempts,0.1079,0.698,1.0383,0.6773,1.0461,192.168.1.11,U1012,whoami.exe,malicious
EVT-00164,2025-04-13 14:31:19.072748,machine2,normal_activity,0.4397,0.5574,0.7427,0.8293,0.7241,192.168.1.13,U1001,telnet.exe,benign
EVT-00165,2025-04-13 14:32:16.309631,machine2,exploit_cve,0.076,0.4011,0.2764,0.9736,0.612,192.168.1.21,U1020,chrome.exe,malicious
EVT-00166,2025-04-13 14:33:27.883945,machine1,download_suspicious_domain,0.012,0.8315,-0.0845,1.2313,0.6368,192.168.1.5,U1005,cmd.exe,malicious
EVT-00167,2025-04-13 14:33:36.762152,machine5,execution_suspicious_process,0.694,0.2952,0.7712,0.2716,0.9481,192.168.1.10,U1013,mimikatz.exe,malicious
EVT-00168,2025-04-13 14:34:04.572370,machine2,normal_activity,0.3482,0.4747,0.4425,-0.0394,1.1524,192.168.1.14,U1019,netstat.exe,benign
