event_id,timestamp,machine,event_type,feature_1,feature_2,feature_3,feature_4,feature_5,ip_address,user_id,process,label
EVT-00035,2025-04-13 12:36:39.481272,machine1,execution_suspicious_process,0.8885,1.2596,0.5325,0.3756,0.6616,192.168.1.75,U1003,ftp.exe,malicious
EVT-00036,2025-04-13 12:39:23.917434,machine1,exploit_cve,0.7829,0.4447,0.6573,1.3083,0.62,192.168.1.5,U1016,mimikatz.exe,malicious
EVT-00037,2025-04-13 12:39:27.580189,machine1,execution_suspicious_process,0.5005,0.2247,0.3818,1.1353,1.3918,192.168.1.130,U1020,netstat.exe,malicious
EVT-00038,2025-04-13 12:44:49.112117,machine1,download_suspicious_domain,0.7566,0.1322,1.4739,1.1229,1.0209,192.168.1.85,U1008,powershell.exe,malicious
EVT-00039,2025-04-13 12:45:38.782550,machine1,phishing_credential_stealer,0.9208,0.2258,0.7865,0.4016,0.6309,192.168.1.130,U1015,nc.exe,malicious
EVT-00040,2025-04-13 12:45:56.472907,machine1,phishing_credential_stealer,0.0557,0.3184,1.203,0.6895,1.1869,192.168.1.15,U1007,powershell.exe -enc,malicious
EVT-00041,2025-04-13 12:46:31.666663,machine1,exploit_cve,0.5057,0.2533,1.2126,1.2432,0.448,192.168.1.125,U1015,nc.exe,malicious
EVT-00042,2025-04-13 12:47:46.249655,machine1,execution_suspicious_process,0.6885,0.4216,0.9734,0.5022,1.2732,192.168.1.100,U1018,svchost.exe,malicious
EVT-00043,2025-04-13 12:48:46.058668,machine1,privilege_escalation,0.504,0.4934,0.1553,1.4023,1.8465,192.168.1.100,U1010,sqlservr.exe,malicious
EVT-00044,2025-04-13 12:50:51.309071,machine1,execution_suspicious_process,0.7711,1.2402,0.8431,0.9834,0.6067,192.168.1.5,U1005,svchost.exe,malicious
EVT-00045,2025-04-13 12:53:07.853363,machine1,phishing_credential_stealer,1.0948,0.7052,0.9539,0.4831,1.0455,192.168.1.35,U1013,rundll32.exe,malicious
EVT-00046,2025-04-13 12:54:04.586168,machine1,failed_login_attempts,1.4545,1.3076,0.3094,1.2805,0.9508,192.168.1.75,U1011,msiexec.exe,malicious
EVT-00047,2025-04-13 12:55:39.045124,machine1,execution_suspicious_process,0.648,0.627,0.7415,0.5881,0.5407,192.168.1.85,U1001,mimikatz.exe,malicious
EVT-00048,2025-04-13 12:56:19.375667,machine1,exploit_cve,0.7317,0.5486,0.9705,0.5947,1.3034,192.168.1.30,U1018,powershell.exe,malicious
EVT-00049,2025-04-13 12:56:26.276652,machine1,normal_activity,0.9557,0.5087,0.6365,0.2765,0.2516,192.168.1.20,U1003,java.exe,benign
EVT-00050,2025-04-13 12:56:58.909846,machine1,phishing_credential_stealer,1.3793,0.5686,0.4169,1.1057,1.3958,192.168.1.5,U1012,cmd.exe,malicious
EVT-00051,2025-04-13 12:57:16.550667,machine1,normal_activity,0.0484,0.3742,0.4304,0.8099,0.7188,192.168.1.130,U1017,whoami.exe,benign
EVT-00052,2025-04-13 12:59:14.862759,machine1,normal_activity,0.129,0.6243,0.9319,0.9273,0.6781,192.168.1.65,U1006,whoami.exe,benign
EVT-00053,2025-04-13 12:59:28.596966,machine1,exploit_cve,0.4527,0.4444,0.9601,0.3041,0.507,192.168.1.45,U1003,wmic.exe,malicious
EVT-00054,2025-04-13 13:00:45.042813,machine1,data_exfiltration,0.2714,0.3552,0.785,-0.0477,0.6607,192.168.1.105,U1020,sqlservr.exe,malicious
EVT-00055,2025-04-13 13:03:01.411614,machine1,execution_suspicious_process,0.0971,0.7883,0.7022,0.4782,0.388,192.168.1.25,U1012,explorer.exe,malicious
EVT-00056,2025-04-13 13:03:09.443236,machine1,execution_suspicious_process,0.8461,0.6444,1.3589,0.369,1.7524,192.168.1.140,U1019,powershell.exe -enc,malicious
EVT-00057,2025-04-13 13:04:06.404652,machine1,execution_suspicious_process,0.7124,0.9102,0.1781,0.7985,0.7244,192.168.1.45,U1007,svchost.exe,malicious
EVT-00058,2025-04-13 13:06:42.910487,machine1,phishing_credential_stealer,0.4973,0.5634,0.3941,0.811,-0.0812,192.168.1.40,U1013,ftp.exe,malicious
EVT-00059,2025-04-13 13:07:13.870005,machine1,execution_suspicious_process,0.73,0.5689,0.4332,0.6091,0.3981,192.168.1.45,U1016,certutil.exe,malicious
EVT-00060,2025-04-13 13:07:43.399647,machine1,phishing_credential_stealer,1.3955,0.7506,0.63,0.3648,1.536,192.168.1.55,U1019,wmic.exe,malicious
EVT-00061,2025-04-13 13:08:23.242209,machine1,exploit_cve,0.5627,1.0924,0.3166,0.3981,0.9376,192.168.1.145,U1001,rundll32.exe,malicious
EVT-00062,2025-04-13 13:08:35.598905,machine1,exploit_cve,0.5024,0.4843,0.1496,0.5198,0.306,192.168.1.145,U1007,whoami.exe,malicious
EVT-00063,2025-04-13 13:08:46.403996,machine1,phishing_credential_stealer,0.4012,1.0048,0.597,0.7717,0.6037,192.168.1.75,U1018,chrome.exe,malicious
EVT-00064,2025-04-13 13:11:52.827085,machine1,execution_suspicious_process,0.1048,0.2222,0.3044,0.9524,1.259,192.168.1.115,U1019,msiexec.exe,malicious
EVT-00065,2025-04-13 13:14:16.885881,machine1,lateral_movement,0.9204,0.9342,1.0062,0.9097,0.6391,192.168.1.135,U1003,sc.exe,malicious
EVT-00066,2025-04-13 13:14:52.216717,machine1,failed_login_attempts,0.7211,0.635,1.2431,0.2837,0.3126,192.168.1.105,U1015,ftp.exe,malicious
EVT-00067,2025-04-13 13:15:11.626117,machine1,suspicious_file_download,0.7772,0.5816,-0.2915,0.7231,1.1031,192.168.1.35,U1010,whoami.exe,malicious
EVT-00068,2025-04-13 13:16:32.275677,machine1,lateral_movement,-0.0227,-0.3551,0.373,1.2002,1.5044,192.168.1.110,U1013,cmd.exe,malicious
EVT-00069,2025-04-13 13:20:53.149351,machine1,lateral_movement,0.5823,0.421,0.3882,0.0545,1.4321,192.168.1.10,U1008,sqlservr.exe,malicious
EVT-00070,2025-04-13 13:23:03.186883,machine1,execution_suspicious_process,0.1043,0.8361,0.7292,0.744,1.1951,192.168.1.10,U1011,notepad.exe,malicious
EVT-00071,2025-04-13 13:23:32.351889,machine1,phishing_credential_stealer,0.5292,0.9849,0.2491,0.4747,-0.0855,192.168.1.1,U1010,ftp.exe,malicious
EVT-00072,2025-04-13 13:24:12.086438,machine1,exploit_cve,0.1444,-0.1754,0.2795,0.6959,0.8923,192.168.1.75,U1007,notepad.exe,malicious
EVT-00073,2025-04-13 13:25:17.817298,machine1,normal_activity,0.3028,0.7722,0.0271,0.3323,0.4193,192.168.1.130,U1016,chrome.exe,benign
EVT-00074,2025-04-13 13:26:02.866662,machine1,phishing_credential_stealer,0.2644,1.0892,0.543,0.4196,1.0343,192.168.1.60,U1011,nc.exe,malicious
EVT-00075,2025-04-13 13:26:22.310782,machine1,exploit_cve,0.5521,0.3275,0.5796,0.2484,0.4589,192.168.1.45,U1012,cmd.exe,malicious
EVT-00076,2025-04-13 13:26:41.579920,machine1,execution_suspicious_process,1.1416,0.1571,0.9749,0.3201,0.7302,192.168.1.95,U1016,nc.exe,malicious
EVT-00077,2025-04-13 13:27:46.565842,machine1,execution_suspicious_process,1.0039,0.0892,0.3734,1.3621,0.6717,192.168.1.125,U1018,powershell.exe,malicious
EVT-00078,2025-04-13 13:31:16.146228,machine1,execution_suspicious_process,0.7722,1.0966,0.2964,0.9755,0.7745,192.168.1.45,U1003,mimikatz.exe,malicious
EVT-00079,2025-04-13 13:31:27.646680,machine1,normal_activity,-0.2692,-0.2487,-0.1996,0.1249,0.7513,192.168.1.60,U1006,powershell.exe,benign
EVT-00080,2025-04-13 13:32:38.999505,machine1,normal_activity,0.5029,0.1852,0.6154,0.3053,1.2836,192.168.1.60,U1008,sc.exe,benign
EVT-00081,2025-04-13 13:35:16.480415,machine1,phishing_credential_stealer,0.6877,0.7483,1.0696,1.271,0.9245,192.168.1.90,U1005,ftp.exe,malicious
EVT-00082,2025-04-13 13:35:17.244687,machine1,lateral_movement,1.2237,0.8621,0.3163,1.0632,0.9327,192.168.1.55,U1001,wmic.exe,malicious
EVT-00083,2025-04-13 13:35:50.164654,machine1,execution_suspicious_process,0.9108,0.6616,0.3551,1.1308,0.7162,192.168.1.50,U1010,explorer.exe,malicious
EVT-00084,2025-04-13 13:37:11.040884,machine1,execution_suspicious_process,0.6024,0.4096,1.3599,0.6392,0.855,192.168.1.50,U1011,whoami.exe,malicious
EVT-00085,2025-04-13 13:39:27.445671,machine1,execution_suspicious_process,0.9643,1.2006,0.7817,1.1088,1.3698,192.168.1.55,U1014,svchost.exe,malicious
EVT-00086,2025-04-13 13:42:16.489366,machine1,download_suspicious_domain,0.6038,1.1929,0.515,0.4006,0.5934,192.168.1.100,U1002,python.exe,malicious
EVT-00087,2025-04-13 13:42:36.529911,machine1,phishing_credential_stealer,1.3691,0.7545,0.7506,1.0324,0.48,192.168.1.45,U1006,nc.exe,malicious
EVT-00088,2025-04-13 13:42:40.765176,machine1,normal_activity,-0.2847,1.1746,1.7868,0.9751,0.4583,192.168.1.55,U1017,notepad.exe,benign
EVT-00089,2025-04-13 13:43:01.247834,machine1,phishing_credential_stealer,0.7816,0.405,0.3927,0.0939,0.8927,192.168.1.105,U1013,rundll32.exe,malicious
EVT-00090,2025-04-13 13:43:49.783699,machine1,normal_activity,0.1525,0.6649,0.1949,0.7407,1.0411,192.168.1.85,U1007,java.exe,benign
EVT-00091,2025-04-13 13:44:05.670537,machine1,execution_suspicious_process,0.8151,0.9866,0.4071,0.6369,0.4527,192.168.1.30,U1013,netstat.exe,malicious
EVT-00092,2025-04-13 13:44:31.434765,machine1,failed_login_attempts,-0.3624,0.909,1.0346,1.0878,1.3992,192.168.1.120,U1014,ftp.exe,malicious
EVT-00093,2025-04-13 13:45:56.572983,machine1,phishing_credential_stealer,0.2977,0.8129,0.2727,0.2069,0.5339,192.168.1.70,U1013,powershell.exe,malicious
EVT-00094,2025-04-13 13:45:57.627351,machine1,suspicious_file_download,0.1273,0.266,0.5469,0.5603,1.6885,192.168.1.130,U1011,cmd.exe,malicious
EVT-00095,2025-04-13 13:47:44.219741,machine1,normal_activity,0.7395,0.4724,0.6822,0.547,0.5477,192.168.1.115,U1005,powershell.exe,benign
EVT-00096,2025-04-13 13:47:45.488392,machine1,phishing_credential_stealer,0.8391,0.7028,1.1093,1.7771,0.7734,192.168.1.35,U1020,rundll32.exe,malicious
EVT-00097,2025-04-13 13:48:42.941294,machine1,lateral_movement,0.811,0.7451,0.0772,0.906,0.3762,192.168.1.120,U1019,wmic.exe,malicious
EVT-00098,2025-04-13 13:48:46.484462,machine1,normal_activity,1.3473,-0.121,0.6378,0.0418,0.293,192.168.1.35,U1006,whoami.exe,benign
EVT-00099,2025-04-13 13:49:05.687461,machine1,phishing_credential_stealer,1.0128,-0.1703,0.5499,0.5498,0.4857,192.168.1.45,U1020,svchost.exe,malicious
EVT-00100,2025-04-13 13:49:40.733982,machine1,suspicious_file_download,1.0842,0.1658,1.1802,0.485,0.3984,192.168.1.135,U1012,mimikatz.exe,malicious
EVT-00101,2025-04-13 13:51:51.251706,machine1,download_suspicious_domain,0.7169,0.3368,0.4205,1.3039,1.1187,192.168.1.45,U1002,python.exe,malicious
EVT-00102,2025-04-13 13:52:04.201062,machine1,exploit_cve,0.1341,0.932,0.6748,0.3812,0.5735,192.168.1.15,U1016,netstat.exe,malicious
EVT-00103,2025-04-13 13:55:57.355910,machine1,lateral_movement,0.6314,0.8302,1.1313,-0.1795,1.4508,192.168.1.135,U1015,wmic.exe,malicious
EVT-00104,2025-04-13 13:58:08.047196,machine1,execution_suspicious_process,0.4633,0.4376,0.4992,0.9383,0.8445,192.168.1.20,U1018,netstat.exe,malicious
EVT-00105,2025-04-13 13:58:12.799929,machine1,exploit_cve,1.3181,0.5863,0.4158,1.7651,0.9091,192.168.1.95,U1003,powershell.exe -enc,malicious
EVT-00106,2025-04-13 13:58:13.335996,machine1,failed_login_attempts,0.5734,0.1671,1.0285,0.2428,1.2862,192.168.1.125,U1004,cmd.exe,malicious
EVT-00107,2025-04-13 13:58:23.523016,machine1,data_exfiltration,0.7815,0.2155,0.532,0.7696,0.7697,192.168.1.25,U1017,whoami.exe,malicious
EVT-00108,2025-04-13 13:59:22.001526,machine1,execution_suspicious_process,0.069,0.0188,0.838,0.3599,1.1524,192.168.1.40,U1014,sqlservr.exe,malicious
EVT-00109,2025-04-13 14:05:32.147505,machine1,execution_suspicious_process,0.783,0.1661,1.1077,0.7022,1.1474,192.168.1.20,U1017,rundll32.exe,malicious
EVT-00110,2025-04-13 14:05:53.459210,machine1,phishing_credential_stealer,0.9579,0.8809,1.0259,-0.1274,0.8401,192.168.1.75,U1003,rundll32.exe,malicious
EVT-00111,2025-04-13 14:07:17.318157,machine1,normal_activity,0.2224,0.5246,0.7946,0.7258,0.3993,192.168.1.115,U1007,msconfig.exe,benign
EVT-00112,2025-04-13 14:07:22.350986,machine1,phishing_credential_stealer,0.3199,1.0948,0.6243,0.793,0.8576,192.168.1.55,U1012,explorer.exe,malicious
EVT-00113,2025-04-13 14:08:56.035535,machine1,suspicious_file_download,0.0076,0.3279,0.7641,0.7917,0.4772,192.168.1.20,U1013,chrome.exe,malicious
EVT-00114,2025-04-13 14:10:55.324595,machine1,execution_suspicious_process,0.309,0.4098,0.4329,0.2118,0.4961,192.168.1.60,U1008,ftp.exe,malicious
EVT-00115,2025-04-13 14:13:08.344851,machine1,phishing_credential_stealer,0.9591,0.8343,1.2941,1.2214,0.6312,192.168.1.100,U1002,certutil.exe,malicious
EVT-00116,2025-04-13 14:15:23.392668,machine1,normal_activity,1.0598,0.5681,-0.0443,0.1499,0.8137,192.168.1.135,U1007,msconfig.exe,benign
EVT-00117,2025-04-13 14:17:02.122292,machine1,exploit_cve,0.7037,0.9133,0.986,1.0833,0.9067,192.168.1.100,U1016,wmic.exe,malicious
EVT-00118,2025-04-13 14:17:07.209847,machine1,exploit_cve,-0.0151,0.8013,1.1717,0.0458,0.5429,192.168.1.60,U1004,powershell.exe -enc,malicious
EVT-00119,2025-04-13 14:17:56.655157,machine1,privilege_escalation,0.9987,0.2656,0.1753,0.7277,0.8358,192.168.1.40,U1011,powershell.exe -enc,malicious
EVT-00120,2025-04-13 14:18:22.835445,machine1,normal_activity,0.063,0.5532,-0.4324,0.4347,0.5211,192.168.1.115,U1011,powershell.exe -enc,benign
EVT-00121,2025-04-13 14:18:50.943556,machine1,failed_login_attempts,0.8566,0.5071,1.0168,0.64,1.8828,192.168.1.80,U1014,powershell.exe,malicious
EVT-00122,2025-04-13 14:21:04.960407,machine1,normal_activity,0.7561,-0.0208,0.0635,0.6919,0.6653,192.168.1.55,U1017,powershell.exe -enc,benign
EVT-00123,2025-04-13 14:23:14.267126,machine1,failed_login_attempts,0.3304,0.2529,0.6872,1.6572,1.5911,192.168.1.125,U1019,msconfig.exe,malicious
EVT-00124,2025-04-13 14:24:24.430797,machine1,normal_activity,0.1835,0.6927,0.3331,0.1795,0.9863,192.168.1.15,U1008,nc.exe,benign
EVT-00125,2025-04-13 14:24:39.524638,machine1,download_suspicious_domain,0.5437,1.4212,1.2117,0.6333,0.7609,192.168.1.115,U1005,nc.exe,malicious
EVT-00126,2025-04-13 14:25:45.671046,machine1,execution_suspicious_process,0.3293,-0.0433,0.1026,0.7546,1.0545,192.168.1.80,U1001,cmd.exe,malicious
EVT-00127,2025-04-13 14:26:02.916884,machine1,phishing_credential_stealer,0.8929,0.4436,0.3288,1.0401,0.6654,192.168.1.70,U1002,mimikatz.exe,malicious
EVT-00128,2025-04-13 14:27:31.989321,machine1,lateral_movement,1.1545,0.7384,-0.1083,0.7594,0.946,192.168.1.55,U1013,java.exe,malicious
EVT-00129,2025-04-13 14:27:43.596824,machine1,exploit_cve,0.6937,0.7951,0.6622,0.7054,1.1552,192.168.1.145,U1010,explorer.exe,malicious
EVT-00130,2025-04-13 14:28:54.622652,machine1,failed_login_attempts,0.6131,0.4981,0.879,-0.1716,1.3112,192.168.1.1,U1019,explorer.exe,malicious
EVT-00131,2025-04-13 14:29:23.138855,machine1,execution_suspicious_process,-0.1086,0.8924,0.4423,0.4986,0.3902,192.168.1.130,U1009,cmd.exe,malicious
EVT-00132,2025-04-13 14:29:28.808276,machine1,normal_activity,-0.0356,0.1318,0.5623,0.0364,0.6,192.168.1.40,U1018,svchost.exe,benign
EVT-00133,2025-04-13 14:30:51.612945,machine1,normal_activity,-0.1836,-0.1328,0.3485,0.7116,1.1726,192.168.1.55,U1014,taskmgr.exe,benign
EVT-00134,2025-04-13 14:30:59.229394,machine1,execution_suspicious_process,0.9143,1.0035,0.961,1.0207,0.5142,192.168.1.95,U1017,nc.exe,malicious
EVT-00135,2025-04-13 14:35:15.610771,machine1,phishing_credential_stealer,0.4884,1.0483,0.0013,0.4,0.6243,192.168.1.20,U1005,cmd.exe,malicious
EVT-00136,2025-04-13 14:35:55.142347,machine1,execution_suspicious_process,0.4558,0.8572,0.7265,0.4349,0.5476,192.168.1.130,U1020,powershell.exe,malicious
EVT-00137,2025-04-13 14:36:16.449562,machine1,lateral_movement,0.0382,0.3066,0.4497,1.241,1.1667,192.168.1.105,U1004,msiexec.exe,malicious
EVT-00138,2025-04-13 14:36:28.416121,machine1,phishing_credential_stealer,0.8344,0.2484,0.4129,1.2559,0.4815,192.168.1.25,U1011,msconfig.exe,malicious
EVT-00139,2025-04-13 14:37:12.184458,machine1,failed_login_attempts,0.6923,0.5201,0.7945,1.1724,0.5001,192.168.1.135,U1002,certutil.exe,malicious
EVT-00140,2025-04-13 14:38:35.651290,machine1,failed_login_attempts,0.3107,0.6564,0.8586,0.0141,1.5624,192.168.1.45,U1001,vssadmin.exe,malicious
EVT-00141,2025-04-13 14:40:22.223104,machine1,normal_activity,-0.3471,0.6798,0.5026,0.3993,0.6114,192.168.1.10,U1013,certutil.exe,benign
EVT-00142,2025-04-13 14:41:14.965542,machine1,execution_suspicious_process,0.1609,1.1286,0.7976,1.2468,0.9819,192.168.1.110,U1016,sc.exe,malicious
EVT-00143,2025-04-13 14:44:38.225094,machine1,exploit_cve,0.2505,0.438,1.0104,0.8331,1.0993,192.168.1.30,U1017,msconfig.exe,malicious
EVT-00144,2025-04-13 14:46:11.321319,machine1,execution_suspicious_process,1.1317,0.8876,1.1098,0.7519,1.0339,192.168.1.100,U1007,java.exe,malicious
EVT-00145,2025-04-13 14:46:22.027562,machine1,normal_activity,-0.2028,0.0639,0.6323,0.0162,0.2953,192.168.1.85,U1014,wmic.exe,benign
EVT-00146,2025-04-13 14:49:36.194258,machine1,privilege_escalation,0.5315,0.1652,0.4591,0.7285,0.6479,192.168.1.1,U1020,cmd.exe,malicious
EVT-00147,2025-04-13 14:50:00.424928,machine1,exploit_cve,0.2229,-0.052,0.5342,1.0109,0.5695,192.168.1.95,U1012,explorer.exe,malicious
EVT-00148,2025-04-13 14:53:24.423769,machine1,phishing_credential_stealer,0.7153,0.6925,0.9308,0.8038,0.6622,192.168.1.105,U1009,explorer.exe,malicious
EVT-00149,2025-04-13 14:53:43.037580,machine1,phishing_credential_stealer,0.9165,-0.0573,-0.0293,0.478,0.5268,192.168.1.110,U1013,nc.exe,malicious
EVT-00150,2025-04-13 14:54:14.588665,machine1,lateral_movement,0.2058,0.5944,0.6732,1.0807,0.6332,192.168.1.45,U1009,taskmgr.exe,malicious
EVT-00151,2025-04-13 14:55:23.359653,machine1,normal_activity,-0.6755,0.4469,0.7948,0.3053,0.6397,192.168.1.1,U1011,msiexec.exe,benign
EVT-00152,2025-04-13 14:55:27.780653,machine1,phishing_credential_stealer,0.4814,0.7666,0.2797,0.7782,0.8944,192.168.1.105,U1008,wmic.exe,malicious
EVT-00153,2025-04-13 14:58:05.822048,machine1,normal_activity,0.1963,0.8251,0.6641,-0.1489,0.0237,192.168.1.125,U1017,powershell.exe,benign
EVT-00154,2025-04-13 14:58:32.739420,machine1,normal_activity,-0.1562,0.0835,-0.0209,0.7227,1.2925,192.168.1.10,U1018,certutil.exe,benign
EVT-00155,2025-04-13 14:58:48.296520,machine1,suspicious_file_download,0.7478,0.3205,1.1159,1.0087,0.6803,192.168.1.20,U1006,nc.exe,malicious
EVT-00156,2025-04-13 14:58:51.938940,machine1,lateral_movement,0.5927,0.6587,0.5173,0.507,0.5286,192.168.1.100,U1012,notepad.exe,malicious
EVT-00157,2025-04-13 14:58:53.467286,machine1,suspicious_file_download,0.1167,0.4953,1.01,0.6553,1.0877,192.168.1.35,U1013,wmic.exe,malicious
EVT-00158,2025-04-13 14:58:55.216468,machine1,phishing_credential_stealer,-0.0771,0.1514,0.6745,1.4224,0.9159,192.168.1.135,U1018,wmic.exe,malicious
EVT-00159,2025-04-13 14:59:18.095221,machine1,execution_suspicious_process,0.1159,0.9787,0.4986,1.0857,1.0995,192.168.1.140,U1004,notepad.exe,malicious
EVT-00160,2025-04-13 14:59:40.003446,machine1,suspicious_file_download,0.8097,0.881,0.8223,0.7883,0.0926,192.168.1.110,U1001,cmd.exe,malicious
EVT-00161,2025-04-13 15:00:41.237227,machine1,normal_activity,0.201,0.8945,0.556,0.6522,0.2943,192.168.1.30,U1005,whoami.exe,benign
EVT-00162,2025-04-13 15:02:58.638067,machine1,exploit_cve,0.6768,0.1266,0.5049,0.5312,1.1451,192.168.1.135,U1015,wmic.exe,malicious
EVT-00163,2025-04-13 15:04:08.992523,machine1,exploit_cve,1.1278,0.6326,0.5649,0.9501,0.8935,192.168.1.70,U1003,rundll32.exe,malicious
EVT-00164,2025-04-13 15:05:14.420074,machine1,phishing_credential_stealer,1.044,0.7495,1.6591,0.6159,1.1361,192.168.1.100,U1004,python.exe,malicious
EVT-00165,2025-04-13 15:05:47.650470,machine1,execution_suspicious_process,0.0736,0.6127,0.8852,1.3795,1.3329,192.168.1.90,U1015,wmic.exe,malicious
EVT-00166,2025-04-13 15:06:45.731738,machine1,download_suspicious_domain,0.5519,0.9597,0.2927,0.7855,0.9652,192.168.1.45,U1011,mimikatz.exe,malicious
